GRASP V.6.28    Instrument:  ILL_d22 
  
***** Sample, Backgrounds and Transmissions Data: ***** 
Subtitle:  N117 35C rh          
Start: 18-Oct-11   06:39:34     End: 18-Oct-11   06:39:44   
  
Foreground:  44813 , Loaded: 44754:44813 
Background:  43225 , Loaded: 43225 
Cadmium: No Cadmium Subtraction 
Det: 1 : Applying Deadtime Correction per (vertical) Tube: 1/[1-tau/detector_rate], tau = 2e-006 (seconds) 
Data Normalisation: Standard Monitor (10000000) counts 
Attenuator: 0 is Out.  NO ATTENUATION  
Attenuator: 0 is In. Up-scaling data by 1 
Beam Centre1 :  Cx = 13.9339  Cy = 63.8863       Cm Translation :  Tx = 0  Ty = 0 [mm] 
Transmissions:  Ts = 0.62251 +/- 0.00067316  Te = 0.9557 +/- 0.00090528 
Transmissions Thickness Correction is:  on 
Applying standard SANS data reduction:  I_corr = 1/[Ts Te] [I_s - I_cd]  - 1/[Te] [I_bck - I_cd] 
Data: Corrected for D22 Detector Paralax 
  
***** Calibrations: ***** 
Data: Corrected for Detector Efficiency (doesn't change magnitude but contains curvature correction) 
Data: Divided by Volume 0.1 cm3 
Solid Angle Correction: 
Divide data by empty beam flux, I0, from worksheet: Trans Empty Beam 2 61 
Applying Default Instrument Mask 
Applying User Defined Mask 
Applying NanInf Mask 
Intensity units are:  cm-1 \\ \Delta\Omega  
  
***** Analysis ***** 
Averaging I vs. Q.  Bin size:  1 [Pixel(s)] 
 
 
Mod_Q   	I       	Err_I   	Sigma_Q
 
 
0.0254241	1.90795	0.0353437	0.00398767
0.0296645	1.89314	0.0229562	0.00410927
0.0336309	1.82587	0.0150027	0.00436281
0.0377347	1.76819	0.0126551	0.00444624
0.0418115	1.70947	0.0113962	0.00450841
0.0457972	1.633	0.0113041	0.00458022
0.049787	1.55636	0.00995892	0.00465234
0.0537778	1.49991	0.00981853	0.00472955
0.0578631	1.40715	0.009433	0.00485688
0.0618735	1.36144	0.00936921	0.00495677
0.0658353	1.31475	0.00924229	0.00506096
0.0698486	1.28357	0.00861203	0.00515494
0.0738988	1.24224	0.00864761	0.00525833
0.0779548	1.22317	0.00816703	0.00536287
0.0819744	1.19925	0.00819245	0.00547353
0.0859692	1.22729	0.00808085	0.00558223
0.0900315	1.21844	0.00776072	0.00569442
0.0940066	1.22071	0.00806118	0.00581082
0.097961	1.23635	0.00765921	0.00592509
0.101935	1.26256	0.00789054	0.00604328
0.106048	1.28938	0.00745336	0.00616849
0.110148	1.32854	0.00780311	0.0063003
0.114158	1.35252	0.00771158	0.00642063
0.118133	1.38921	0.00775946	0.00654995
0.122133	1.42818	0.00774483	0.00667958
0.126175	1.47723	0.00770282	0.00681222
0.130272	1.50745	0.00766876	0.00695548
0.134388	1.53583	0.00764406	0.00709243
0.13839	1.5479	0.00779439	0.00722605
0.142405	1.52809	0.00749297	0.00736645
0.146422	1.53123	0.00749282	0.00750045
0.15049	1.47372	0.00718111	0.00765301
0.154546	1.43786	0.00707229	0.00779356
0.158533	1.38819	0.00699053	0.00793506
0.162535	1.32395	0.00656121	0.00807466
0.166559	1.25281	0.00646391	0.00822488
0.170594	1.20346	0.00612255	0.00837566
