GRASP V.6.28    Instrument:  ILL_d22 
  
***** Sample, Backgrounds and Transmissions Data: ***** 
Subtitle:  N117 35C rh          
Start: 18-Oct-11   06:32:26     End: 18-Oct-11   06:32:36   
  
Foreground:  44771 , Loaded: 44754:44813 
Background:  43225 , Loaded: 43225 
Cadmium: No Cadmium Subtraction 
Det: 1 : Applying Deadtime Correction per (vertical) Tube: 1/[1-tau/detector_rate], tau = 2e-006 (seconds) 
Data Normalisation: Standard Monitor (10000000) counts 
Attenuator: 0 is Out.  NO ATTENUATION  
Attenuator: 0 is In. Up-scaling data by 1 
Beam Centre1 :  Cx = 13.9339  Cy = 63.8863       Cm Translation :  Tx = 0  Ty = 0 [mm] 
Transmissions:  Ts = 0.62251 +/- 0.00067316  Te = 0.9557 +/- 0.00090528 
Transmissions Thickness Correction is:  on 
Applying standard SANS data reduction:  I_corr = 1/[Ts Te] [I_s - I_cd]  - 1/[Te] [I_bck - I_cd] 
Data: Corrected for D22 Detector Paralax 
  
***** Calibrations: ***** 
Data: Corrected for Detector Efficiency (doesn't change magnitude but contains curvature correction) 
Data: Divided by Volume 0.1 cm3 
Solid Angle Correction: 
Divide data by empty beam flux, I0, from worksheet: Trans Empty Beam 2 19 
Applying Default Instrument Mask 
Applying User Defined Mask 
Applying NanInf Mask 
Intensity units are:  cm-1 \\ \Delta\Omega  
  
***** Analysis ***** 
Averaging I vs. Q.  Bin size:  1 [Pixel(s)] 
 
 
Mod_Q   	I       	Err_I   	Sigma_Q
 
 
0.0254241	1.84337	0.0346946	0.00398767
0.0296645	1.84837	0.0226542	0.00410927
0.0336309	1.77253	0.0147666	0.00436281
0.0377347	1.73256	0.012516	0.00444624
0.0418115	1.67894	0.0112864	0.00450841
0.0457972	1.62872	0.0112904	0.00458022
0.049787	1.5437	0.00991709	0.00465234
0.0537778	1.46503	0.00969809	0.00472955
0.0578631	1.39773	0.00940109	0.00485688
0.0618735	1.35192	0.00933498	0.00495677
0.0658353	1.30699	0.00921396	0.00506096
0.0698486	1.25689	0.00851697	0.00515494
0.0738988	1.23195	0.00861233	0.00525833
0.0779548	1.20329	0.00809683	0.00536287
0.0819744	1.19624	0.00818242	0.00547353
0.0859692	1.21493	0.0080403	0.00558223
0.0900315	1.203	0.00770993	0.00569442
0.0940066	1.21112	0.00802903	0.00581082
0.097961	1.22161	0.00761186	0.00592509
0.101935	1.2317	0.0077888	0.00604328
0.106048	1.28172	0.00743111	0.00616849
0.110148	1.30621	0.00773435	0.0063003
0.114158	1.31036	0.00758417	0.00642063
0.118133	1.36736	0.0076948	0.00654995
0.122133	1.40884	0.00769036	0.00667958
0.126175	1.44186	0.00760401	0.00681222
0.130272	1.47692	0.00758619	0.00695548
0.134388	1.50748	0.0075692	0.00709243
0.13839	1.49909	0.00766284	0.00722605
0.142405	1.50818	0.00744258	0.00736645
0.146422	1.50386	0.00742222	0.00750045
0.15049	1.4788	0.00719473	0.00765301
0.154546	1.44577	0.00709261	0.00779356
0.158533	1.39009	0.00699595	0.00793506
0.162535	1.32809	0.00657322	0.00807466
0.166559	1.27574	0.00652632	0.00822488
0.170594	1.20495	0.00612745	0.00837566
