GRASP V.6.28    Instrument:  ILL_d22 
  
***** Sample, Backgrounds and Transmissions Data: ***** 
Subtitle:  N117 35C rh          
Start: 18-Oct-11   06:28:01     End: 18-Oct-11   06:29:24   
  
Foreground:  44753 , Loaded: 44753 
Background:  43225 , Loaded: 43225 
Cadmium: No Cadmium Subtraction 
Det: 1 : Applying Deadtime Correction per (vertical) Tube: 1/[1-tau/detector_rate], tau = 2e-006 (seconds) 
Data Normalisation: Standard Monitor (10000000) counts 
Attenuator: 0 is Out.  NO ATTENUATION  
Attenuator: 0 is In. Up-scaling data by 1 
Beam Centre1 :  Cx = 13.9339  Cy = 63.8863       Cm Translation :  Tx = 0  Ty = 0 [mm] 
Transmissions:  Ts = 0.62251 +/- 0.00067316  Te = 0.9557 +/- 0.00090528 
Transmissions Thickness Correction is:  on 
Applying standard SANS data reduction:  I_corr = 1/[Ts Te] [I_s - I_cd]  - 1/[Te] [I_bck - I_cd] 
Data: Corrected for D22 Detector Paralax 
  
***** Calibrations: ***** 
Data: Corrected for Detector Efficiency (doesn't change magnitude but contains curvature correction) 
Data: Divided by Volume 0.1 cm3 
Solid Angle Correction: 
Divide data by empty beam flux, I0, from worksheet: Trans Empty Beam 1 61 
Applying Default Instrument Mask 
Applying User Defined Mask 
Applying NanInf Mask 
Intensity units are:  cm-1 \\ \Delta\Omega  
  
***** Analysis ***** 
Averaging I vs. Q.  Bin size:  1 [Pixel(s)] 
 
 
Mod_Q   	I       	Err_I   	Sigma_Q
 
 
0.0254411	1.55415	0.213893	0.00399033
0.0296843	1.75131	0.148762	0.00411202
0.0336533	1.54857	0.0931852	0.00436573
0.0377599	1.47412	0.0780348	0.00444921
0.0418395	1.42954	0.0705481	0.00451142
0.0458278	1.3999	0.0710059	0.00458327
0.0498202	1.31098	0.0621126	0.00465544
0.0538137	1.29228	0.0620436	0.0047327
0.0579017	1.19332	0.0593155	0.00486012
0.0619148	1.18222	0.0596588	0.00496008
0.0658792	1.22803	0.0610346	0.00506434
0.0698952	1.2163	0.0573102	0.00515838
0.0739481	1.18131	0.0577626	0.00526184
0.0780068	1.03714	0.0516119	0.00536645
0.0820291	1.075	0.0531994	0.00547719
0.0860266	1.05124	0.0513332	0.00558596
0.0900916	1.13364	0.0513236	0.00569822
0.0940693	1.11128	0.0527462	0.0058147
0.0980264	1.10453	0.0495883	0.00592905
0.102003	1.03432	0.0489881	0.00604732
0.106119	1.13902	0.0479029	0.00617261
0.110222	1.10194	0.0486411	0.0063045
0.114234	1.22345	0.0500894	0.00642491
0.118212	1.21774	0.0495834	0.00655432
0.122215	1.25829	0.0495615	0.00668403
0.12626	1.1728	0.0467602	0.00681677
0.130359	1.27511	0.0479809	0.00696012
0.134478	1.36033	0.0488848	0.00709716
0.138483	1.26401	0.0478754	0.00723088
0.1425	1.34521	0.0477381	0.00737137
0.146519	1.36715	0.0481285	0.00750545
0.15059	1.42128	0.0479782	0.00765812
0.154649	1.3861	0.0472603	0.00779877
0.158639	1.29638	0.0460816	0.00794036
0.162644	1.30843	0.0445324	0.00808005
0.166671	1.25992	0.0443736	0.00823037
0.170708	1.22498	0.0423127	0.00838125
