GRASP V.6.28    Instrument:  ILL_d22 
  
***** Sample, Backgrounds and Transmissions Data: ***** 
Subtitle:  N117 35C rh          
Start: 18-Oct-11   06:37:11     End: 18-Oct-11   06:37:22   
  
Foreground:  44799 , Loaded: 44754:44813 
Background:  43225 , Loaded: 43225 
Cadmium: No Cadmium Subtraction 
Det: 1 : Applying Deadtime Correction per (vertical) Tube: 1/[1-tau/detector_rate], tau = 2e-006 (seconds) 
Data Normalisation: Standard Monitor (10000000) counts 
Attenuator: 0 is Out.  NO ATTENUATION  
Attenuator: 0 is In. Up-scaling data by 1 
Beam Centre1 :  Cx = 13.9339  Cy = 63.8863       Cm Translation :  Tx = 0  Ty = 0 [mm] 
Transmissions:  Ts = 0.62251 +/- 0.00067316  Te = 0.9557 +/- 0.00090528 
Transmissions Thickness Correction is:  on 
Applying standard SANS data reduction:  I_corr = 1/[Ts Te] [I_s - I_cd]  - 1/[Te] [I_bck - I_cd] 
Data: Corrected for D22 Detector Paralax 
  
***** Calibrations: ***** 
Data: Corrected for Detector Efficiency (doesn't change magnitude but contains curvature correction) 
Data: Divided by Volume 0.1 cm3 
Solid Angle Correction: 
Divide data by empty beam flux, I0, from worksheet: Trans Empty Beam 2 47 
Applying Default Instrument Mask 
Applying User Defined Mask 
Applying NanInf Mask 
Intensity units are:  cm-1 \\ \Delta\Omega  
  
***** Analysis ***** 
Averaging I vs. Q.  Bin size:  1 [Pixel(s)] 
 
 
Mod_Q   	I       	Err_I   	Sigma_Q
 
 
0.0254271	1.85797	0.0348329	0.00398814
0.029668	1.84929	0.0226511	0.00410976
0.0336348	1.8024	0.0148974	0.00436333
0.0377391	1.76075	0.0126229	0.00444677
0.0418165	1.6789	0.0112843	0.00450894
0.0458026	1.63104	0.0112965	0.00458076
0.0497928	1.54709	0.00992623	0.00465288
0.0537841	1.49199	0.00978893	0.0047301
0.0578699	1.43035	0.00951324	0.00485745
0.0618808	1.36612	0.00938221	0.00495735
0.0658431	1.32153	0.0092652	0.00506156
0.0698568	1.26349	0.00853852	0.00515555
0.0739075	1.23533	0.00862127	0.00525895
0.0779639	1.20505	0.00810141	0.0053635
0.081984	1.19591	0.00817995	0.00547418
0.0859793	1.20724	0.00801176	0.00558289
0.0900421	1.2049	0.00771375	0.00569509
0.0940176	1.23486	0.00810779	0.00581151
0.0979726	1.23562	0.00765596	0.00592579
0.101947	1.26093	0.00788331	0.00604399
0.10606	1.2798	0.00742298	0.00616922
0.110161	1.3158	0.00776153	0.00630104
0.114171	1.36218	0.00773857	0.00642138
0.118147	1.38244	0.00773761	0.00655072
0.122148	1.43814	0.00777233	0.00668036
0.12619	1.47452	0.00769327	0.00681303
0.130287	1.50015	0.00764764	0.0069563
0.134404	1.51603	0.00758996	0.00709326
0.138407	1.53994	0.0077712	0.00722691
0.142422	1.54128	0.00752525	0.00736732
0.146439	1.51278	0.00744323	0.00750133
0.150508	1.4806	0.00719676	0.00765391
0.154564	1.43049	0.00705116	0.00779448
0.158552	1.3817	0.00697132	0.007936
0.162554	1.31628	0.0065403	0.00807561
0.166579	1.26605	0.00649887	0.00822584
0.170614	1.20801	0.00613334	0.00837665
