GRASP V.6.28    Instrument:  ILL_d22 
  
***** Sample, Backgrounds and Transmissions Data: ***** 
Subtitle:  N117 35C rh          
Start: 18-Oct-11   06:28:01     End: 18-Oct-11   06:29:24   
  
Foreground:  44753 , Loaded: 44753 
Background:  43225 , Loaded: 43225 
Cadmium: No Cadmium Subtraction 
Det: 1 : Applying Deadtime Correction per (vertical) Tube: 1/[1-tau/detector_rate], tau = 2e-006 (seconds) 
Data Normalisation: Standard Monitor (10000000) counts 
Attenuator: 0 is Out.  NO ATTENUATION  
Attenuator: 0 is In. Up-scaling data by 1 
Beam Centre1 :  Cx = 13.9339  Cy = 63.8863       Cm Translation :  Tx = 0  Ty = 0 [mm] 
Transmissions:  Ts = 0.62251 +/- 0.00067316  Te = 0.9557 +/- 0.00090528 
Transmissions Thickness Correction is:  on 
Applying standard SANS data reduction:  I_corr = 1/[Ts Te] [I_s - I_cd]  - 1/[Te] [I_bck - I_cd] 
Data: Corrected for D22 Detector Paralax 
  
***** Calibrations: ***** 
Data: Corrected for Detector Efficiency (doesn't change magnitude but contains curvature correction) 
Data: Divided by Volume 0.1 cm3 
Solid Angle Correction: 
Divide data by empty beam flux, I0, from worksheet: Trans Empty Beam 1 21 
Applying Default Instrument Mask 
Applying User Defined Mask 
Applying NanInf Mask 
Intensity units are:  cm-1 \\ \Delta\Omega  
  
***** Analysis ***** 
Averaging I vs. Q.  Bin size:  1 [Pixel(s)] 
 
 
Mod_Q   	I       	Err_I   	Sigma_Q
 
 
0.0254411	0.886125	0.164561	0.00399033
0.0296843	1.26544	0.12727	0.00411202
0.0336533	1.16186	0.0814091	0.00436573
0.0377599	1.19067	0.0707246	0.00444921
0.0418395	1.19494	0.0649774	0.00451142
0.0458278	1.12784	0.0642307	0.00458327
0.0498202	1.24087	0.060776	0.00465544
0.0538137	1.09299	0.0574927	0.0047327
0.0579017	1.06803	0.056581	0.00486012
0.0619148	1.00801	0.055472	0.00496008
0.0658792	1.05718	0.0570518	0.00506434
0.0698952	1.03722	0.0534105	0.00515838
0.0739481	0.938919	0.0519255	0.00526184
0.0780068	1.07913	0.0529018	0.00536645
0.0820291	0.961929	0.0507061	0.00547719
0.0860266	0.957477	0.0493222	0.00558596
0.0900916	0.863689	0.0452835	0.00569822
0.0940693	0.972277	0.0496563	0.0058147
0.0980264	0.94089	0.0461892	0.00592905
0.102003	0.969086	0.0477287	0.00604732
0.106119	1.0116	0.0455034	0.00617261
0.110222	0.959651	0.0457023	0.0063045
0.114234	0.898849	0.043362	0.00642491
0.118212	0.994145	0.0451363	0.00655432
0.122215	0.979903	0.0441465	0.00668403
0.12626	0.921728	0.0418865	0.00681677
0.130359	1.01205	0.0431367	0.00696012
0.134478	1.06111	0.0435518	0.00709716
0.138483	1.05717	0.0441591	0.00723088
0.1425	1.09999	0.0435405	0.00737137
0.146519	0.999256	0.041545	0.00750545
0.15059	1.09895	0.0425823	0.00765812
0.154649	1.08573	0.0421788	0.00779877
0.158639	1.19186	0.0445006	0.00794036
0.162644	1.1286	0.0417037	0.00808005
0.166671	1.21927	0.0438865	0.00823037
0.170708	1.19138	0.0419941	0.00838125
0.174744	1.17749	0.0420754	0.00852352
