GRASP V.6.28    Instrument:  ILL_d22 
  
***** Sample, Backgrounds and Transmissions Data: ***** 
Subtitle:  N117 35C rh          
Start: 18-Oct-11   06:39:24     End: 18-Oct-11   06:39:34   
  
Foreground:  44812 , Loaded: 44754:44813 
Background:  43225 , Loaded: 43225 
Cadmium: No Cadmium Subtraction 
Det: 1 : Applying Deadtime Correction per (vertical) Tube: 1/[1-tau/detector_rate], tau = 2e-006 (seconds) 
Data Normalisation: Standard Monitor (10000000) counts 
Attenuator: 0 is Out.  NO ATTENUATION  
Attenuator: 0 is In. Up-scaling data by 1 
Beam Centre1 :  Cx = 13.9339  Cy = 63.8863       Cm Translation :  Tx = 0  Ty = 0 [mm] 
Transmissions:  Ts = 0.62251 +/- 0.00067316  Te = 0.9557 +/- 0.00090528 
Transmissions Thickness Correction is:  on 
Applying standard SANS data reduction:  I_corr = 1/[Ts Te] [I_s - I_cd]  - 1/[Te] [I_bck - I_cd] 
Data: Corrected for D22 Detector Paralax 
  
***** Calibrations: ***** 
Data: Corrected for Detector Efficiency (doesn't change magnitude but contains curvature correction) 
Data: Divided by Volume 0.1 cm3 
Solid Angle Correction: 
Divide data by empty beam flux, I0, from worksheet: Trans Empty Beam 2 60 
Applying Default Instrument Mask 
Applying User Defined Mask 
Applying NanInf Mask 
Intensity units are:  cm-1 \\ \Delta\Omega  
  
***** Analysis ***** 
Averaging I vs. Q.  Bin size:  1 [Pixel(s)] 
 
 
Mod_Q   	I       	Err_I   	Sigma_Q
 
 
0.0254381	1.92582	0.0355465	0.00398986
0.0296808	1.87627	0.0228408	0.00411153
0.0336494	1.84351	0.0150888	0.00436521
0.0377554	1.76336	0.0126442	0.00444869
0.0418345	1.68953	0.0113311	0.00451089
0.0458224	1.64597	0.0113613	0.00458273
0.0498143	1.5648	0.00999581	0.00465489
0.0538074	1.4862	0.00977553	0.00473215
0.0578949	1.42879	0.00951416	0.00485955
0.0619075	1.38028	0.00944243	0.00495949
0.0658715	1.30741	0.00922139	0.00506375
0.069887	1.27158	0.00857493	0.00515777
0.0739394	1.25047	0.00868445	0.00526122
0.0779976	1.22093	0.00816386	0.00536581
0.0820194	1.21202	0.00824219	0.00547654
0.0860165	1.22871	0.00809294	0.0055853
0.090081	1.21683	0.00776154	0.00569755
0.0940582	1.20614	0.00801651	0.00581402
0.0980149	1.22517	0.00762815	0.00592835
0.101991	1.27502	0.00793638	0.0060466
0.106106	1.28936	0.00745871	0.00617188
0.110209	1.32182	0.00778844	0.00630376
0.114221	1.35476	0.00772201	0.00642415
0.118198	1.39122	0.00777064	0.00655355
0.1222	1.43138	0.0077597	0.00668325
0.126245	1.47774	0.00770992	0.00681597
0.130343	1.50683	0.00767241	0.0069593
0.134462	1.50899	0.00757719	0.00709632
0.138466	1.5281	0.00774546	0.00723003
0.142483	1.53511	0.00751672	0.0073705
0.146502	1.52672	0.00748655	0.00750457
0.150573	1.48694	0.00721998	0.00765722
0.154631	1.42656	0.00704676	0.00779785
0.158621	1.38301	0.00698031	0.00793943
0.162624	1.31893	0.00655387	0.0080791
0.166651	1.25475	0.00647383	0.0082294
0.170688	1.19922	0.00611513	0.00838026
