GRASP V.6.28    Instrument:  ILL_d22 
  
***** Sample, Backgrounds and Transmissions Data: ***** 
Subtitle:  N117 35C rh          
Start: 18-Oct-11   06:30:13     End: 18-Oct-11   06:30:23   
  
Foreground:  44758 , Loaded: 44754:44813 
Background:  43225 , Loaded: 43225 
Cadmium: No Cadmium Subtraction 
Det: 1 : Applying Deadtime Correction per (vertical) Tube: 1/[1-tau/detector_rate], tau = 2e-006 (seconds) 
Data Normalisation: Standard Monitor (10000000) counts 
Attenuator: 0 is Out.  NO ATTENUATION  
Attenuator: 0 is In. Up-scaling data by 1 
Beam Centre1 :  Cx = 13.9339  Cy = 63.8863       Cm Translation :  Tx = 0  Ty = 0 [mm] 
Transmissions:  Ts = 0.62251 +/- 0.00067316  Te = 0.9557 +/- 0.00090528 
Transmissions Thickness Correction is:  on 
Applying standard SANS data reduction:  I_corr = 1/[Ts Te] [I_s - I_cd]  - 1/[Te] [I_bck - I_cd] 
Data: Corrected for D22 Detector Paralax 
  
***** Calibrations: ***** 
Data: Corrected for Detector Efficiency (doesn't change magnitude but contains curvature correction) 
Data: Divided by Volume 0.1 cm3 
Solid Angle Correction: 
Divide data by empty beam flux, I0, from worksheet: Trans Empty Beam 2 6 
Applying Default Instrument Mask 
Applying User Defined Mask 
Applying NanInf Mask 
Intensity units are:  cm-1 \\ \Delta\Omega  
  
***** Analysis ***** 
Averaging I vs. Q.  Bin size:  1 [Pixel(s)] 
 
 
Mod_Q   	I       	Err_I   	Sigma_Q
 
 
0.0254431	1.84812	0.0346603	0.00399064
0.0296866	1.83411	0.0225064	0.00411234
0.033656	1.75642	0.0146595	0.00436607
0.0377628	1.70158	0.0123706	0.00444956
0.0418427	1.65129	0.0111622	0.00451178
0.0458314	1.5921	0.011128	0.00458363
0.0498241	1.52561	0.0098327	0.00465581
0.0538179	1.43026	0.00955363	0.00473307
0.0579063	1.37151	0.00928808	0.0048605
0.0619197	1.32537	0.00921702	0.00496047
0.0658844	1.27648	0.00908077	0.00506474
0.0699007	1.23675	0.00842765	0.00515879
0.0739539	1.21226	0.00852229	0.00526225
0.0780129	1.19933	0.00806438	0.00536687
0.0820355	1.18251	0.00811601	0.00547762
0.0860333	1.16934	0.00786357	0.0055864
0.0900987	1.17327	0.00759315	0.00569867
0.0940767	1.18191	0.00790965	0.00581516
0.0980341	1.18865	0.00748814	0.00592951
0.102011	1.20908	0.00769609	0.00604779
0.106127	1.24778	0.00731006	0.00617309
0.11023	1.27684	0.00762529	0.00630499
0.114243	1.29781	0.00752882	0.00642542
0.118221	1.3213	0.00754267	0.00655484
0.122224	1.36168	0.00753678	0.00668456
0.12627	1.40219	0.00747643	0.00681731
0.130369	1.44573	0.00748401	0.00696067
0.134489	1.48372	0.00748818	0.00709772
0.138493	1.49802	0.00764279	0.00723144
0.142511	1.49693	0.0073956	0.00737195
0.146531	1.4886	0.00736548	0.00750604
0.150602	1.46937	0.00715422	0.00765872
0.154661	1.42573	0.00702489	0.00779938
0.158652	1.37306	0.00693534	0.00794098
0.162656	1.31755	0.00653106	0.00808068
0.166684	1.26023	0.00647088	0.00823101
0.170721	1.20459	0.00611239	0.00838191
