GRASP V.6.28    Instrument:  ILL_d22 
  
***** Sample, Backgrounds and Transmissions Data: ***** 
Subtitle:  N117 35C rh          
Start: 18-Oct-11   06:36:10     End: 18-Oct-11   06:36:20   
  
Foreground:  44793 , Loaded: 44754:44813 
Background:  43225 , Loaded: 43225 
Cadmium: No Cadmium Subtraction 
Det: 1 : Applying Deadtime Correction per (vertical) Tube: 1/[1-tau/detector_rate], tau = 2e-006 (seconds) 
Data Normalisation: Standard Monitor (10000000) counts 
Attenuator: 0 is Out.  NO ATTENUATION  
Attenuator: 0 is In. Up-scaling data by 1 
Beam Centre1 :  Cx = 13.9339  Cy = 63.8863       Cm Translation :  Tx = 0  Ty = 0 [mm] 
Transmissions:  Ts = 0.62251 +/- 0.00067316  Te = 0.9557 +/- 0.00090528 
Transmissions Thickness Correction is:  on 
Applying standard SANS data reduction:  I_corr = 1/[Ts Te] [I_s - I_cd]  - 1/[Te] [I_bck - I_cd] 
Data: Corrected for D22 Detector Paralax 
  
***** Calibrations: ***** 
Data: Corrected for Detector Efficiency (doesn't change magnitude but contains curvature correction) 
Data: Divided by Volume 0.1 cm3 
Solid Angle Correction: 
Divide data by empty beam flux, I0, from worksheet: Trans Empty Beam 2 41 
Applying Default Instrument Mask 
Applying User Defined Mask 
Applying NanInf Mask 
Intensity units are:  cm-1 \\ \Delta\Omega  
  
***** Analysis ***** 
Averaging I vs. Q.  Bin size:  1 [Pixel(s)] 
 
 
Mod_Q   	I       	Err_I   	Sigma_Q
 
 
0.0254351	1.84295	0.0346881	0.00398939
0.0296773	1.90129	0.0230018	0.00411105
0.0336454	1.7987	0.0148805	0.0043647
0.037751	1.79029	0.0127395	0.00444816
0.0418296	1.70349	0.011376	0.00451036
0.045817	1.63597	0.0113165	0.00458219
0.0498085	1.56688	0.00999768	0.00465435
0.053801	1.48003	0.00975039	0.00473159
0.0578881	1.41088	0.00944785	0.00485897
0.0619002	1.37087	0.00940235	0.00495891
0.0658637	1.319	0.0092589	0.00506315
0.0698787	1.26413	0.00854229	0.00515717
0.0739307	1.22765	0.00859709	0.0052606
0.0779884	1.22302	0.00816559	0.00536518
0.0820098	1.22384	0.00827962	0.0054759
0.0860063	1.19967	0.00798751	0.00558464
0.0900704	1.20254	0.00770902	0.00569688
0.0940472	1.22324	0.0080707	0.00581333
0.0980033	1.2349	0.00765505	0.00592765
0.101979	1.24561	0.00783587	0.00604589
0.106094	1.27589	0.00741248	0.00617116
0.110196	1.31368	0.00775796	0.00630302
0.114207	1.33826	0.00766843	0.0064234
0.118184	1.40106	0.00779475	0.00655278
0.122186	1.41402	0.00770523	0.00668246
0.12623	1.44978	0.00762653	0.00681517
0.130328	1.49309	0.00763017	0.00695849
0.134446	1.51516	0.00758936	0.00709549
0.13845	1.52323	0.00772701	0.00722918
0.142467	1.51016	0.00744614	0.00736963
0.146485	1.51019	0.00743926	0.00750369
0.150555	1.48208	0.00720296	0.00765632
0.154613	1.43742	0.00706997	0.00779693
0.158602	1.38781	0.00699034	0.00793849
0.162605	1.33723	0.00659703	0.00807815
0.166631	1.26479	0.00649685	0.00822843
0.170668	1.19052	0.00608879	0.00837928
