GRASP V.6.28    Instrument:  ILL_d22 
  
***** Sample, Backgrounds and Transmissions Data: ***** 
Subtitle:  N117 35C rh          
Start: 18-Oct-11   06:34:08     End: 18-Oct-11   06:34:18   
  
Foreground:  44781 , Loaded: 44754:44813 
Background:  43225 , Loaded: 43225 
Cadmium: No Cadmium Subtraction 
Det: 1 : Applying Deadtime Correction per (vertical) Tube: 1/[1-tau/detector_rate], tau = 2e-006 (seconds) 
Data Normalisation: Standard Monitor (10000000) counts 
Attenuator: 0 is Out.  NO ATTENUATION  
Attenuator: 0 is In. Up-scaling data by 1 
Beam Centre1 :  Cx = 13.9339  Cy = 63.8863       Cm Translation :  Tx = 0  Ty = 0 [mm] 
Transmissions:  Ts = 0.62251 +/- 0.00067316  Te = 0.9557 +/- 0.00090528 
Transmissions Thickness Correction is:  on 
Applying standard SANS data reduction:  I_corr = 1/[Ts Te] [I_s - I_cd]  - 1/[Te] [I_bck - I_cd] 
Data: Corrected for D22 Detector Paralax 
  
***** Calibrations: ***** 
Data: Corrected for Detector Efficiency (doesn't change magnitude but contains curvature correction) 
Data: Divided by Volume 0.1 cm3 
Solid Angle Correction: 
Divide data by empty beam flux, I0, from worksheet: Trans Empty Beam 2 29 
Applying Default Instrument Mask 
Applying User Defined Mask 
Applying NanInf Mask 
Intensity units are:  cm-1 \\ \Delta\Omega  
  
***** Analysis ***** 
Averaging I vs. Q.  Bin size:  1 [Pixel(s)] 
 
 
Mod_Q   	I       	Err_I   	Sigma_Q
 
 
0.0254271	1.86305	0.0348798	0.00398814
0.029668	1.85598	0.0226983	0.00410976
0.0336348	1.80352	0.0148987	0.00436333
0.0377391	1.75605	0.012608	0.00444677
0.0418165	1.68422	0.0113076	0.00450894
0.0458026	1.61881	0.0112511	0.00458076
0.0497928	1.52587	0.00985544	0.00465288
0.0537841	1.47082	0.00971625	0.0047301
0.0578699	1.41247	0.00945286	0.00485745
0.0618808	1.34558	0.00931034	0.00495735
0.0658431	1.30026	0.00918797	0.00506156
0.0698568	1.2543	0.00850716	0.00515555
0.0739075	1.22102	0.00857231	0.00525895
0.0779639	1.22019	0.00815616	0.0053635
0.081984	1.20068	0.0081974	0.00547418
0.0859793	1.20254	0.00799786	0.00558289
0.0900421	1.20673	0.00772153	0.00569509
0.0940176	1.2042	0.00800271	0.00581151
0.0979726	1.22312	0.00761673	0.00592579
0.101947	1.22883	0.00777938	0.00604399
0.10606	1.26369	0.00737604	0.00616922
0.110161	1.30696	0.0077367	0.00630104
0.114171	1.34096	0.00767545	0.00642138
0.118147	1.36332	0.00768262	0.00655072
0.122148	1.42139	0.00772721	0.00668036
0.12619	1.43713	0.00759157	0.00681303
0.130287	1.49603	0.00763695	0.0069563
0.134404	1.51011	0.00757559	0.00709326
0.138407	1.52539	0.00773443	0.00722691
0.142422	1.52524	0.00748571	0.00736732
0.146439	1.5047	0.00742391	0.00750133
0.150508	1.47194	0.00717708	0.00765391
0.154564	1.44099	0.00708064	0.00779448
0.158552	1.39273	0.00700258	0.007936
0.162554	1.32399	0.00656255	0.00807561
0.166579	1.25658	0.00647534	0.00822584
0.170614	1.19186	0.00609235	0.00837665
