GRASP V.6.28    Instrument:  ILL_d22 
  
***** Sample, Backgrounds and Transmissions Data: ***** 
Subtitle:  N117 35C rh          
Start: 18-Oct-11   06:28:01     End: 18-Oct-11   06:29:24   
  
Foreground:  44753 , Loaded: 44753 
Background:  43225 , Loaded: 43225 
Cadmium: No Cadmium Subtraction 
Det: 1 : Applying Deadtime Correction per (vertical) Tube: 1/[1-tau/detector_rate], tau = 2e-006 (seconds) 
Data Normalisation: Standard Monitor (10000000) counts 
Attenuator: 0 is Out.  NO ATTENUATION  
Attenuator: 0 is In. Up-scaling data by 1 
Beam Centre1 :  Cx = 13.9339  Cy = 63.8863       Cm Translation :  Tx = 0  Ty = 0 [mm] 
Transmissions:  Ts = 0.62251 +/- 0.00067316  Te = 0.9557 +/- 0.00090528 
Transmissions Thickness Correction is:  on 
Applying standard SANS data reduction:  I_corr = 1/[Ts Te] [I_s - I_cd]  - 1/[Te] [I_bck - I_cd] 
Data: Corrected for D22 Detector Paralax 
  
***** Calibrations: ***** 
Data: Corrected for Detector Efficiency (doesn't change magnitude but contains curvature correction) 
Data: Divided by Volume 0.1 cm3 
Solid Angle Correction: 
Divide data by empty beam flux, I0, from worksheet: Trans Empty Beam 1 71 
Applying Default Instrument Mask 
Applying User Defined Mask 
Applying NanInf Mask 
Intensity units are:  cm-1 \\ \Delta\Omega  
  
***** Analysis ***** 
Averaging I vs. Q.  Bin size:  1 [Pixel(s)] 
 
 
Mod_Q   	I       	Err_I   	Sigma_Q
 
 
0.0254411	1.51797	0.210886	0.00399033
0.0296843	1.6844	0.14521	0.00411202
0.0336533	1.64035	0.0953551	0.00436573
0.0377599	1.52102	0.0789043	0.00444921
0.0418395	1.42595	0.070057	0.00451142
0.0458278	1.34158	0.0691428	0.00458327
0.0498202	1.42242	0.0643215	0.00465544
0.0538137	1.28221	0.0614417	0.0047327
0.0579017	1.24037	0.0601435	0.00486012
0.0619148	1.24291	0.0608393	0.00496008
0.0658792	1.16906	0.0592995	0.00506434
0.0698952	1.1829	0.056317	0.00515838
0.0739481	1.09756	0.0554935	0.00526184
0.0780068	1.05992	0.0519326	0.00536645
0.0820291	1.14223	0.0545813	0.00547719
0.0860266	1.01083	0.0501	0.00558596
0.0900916	1.04171	0.0490152	0.00569822
0.0940693	1.00642	0.0500237	0.0058147
0.0980264	1.05127	0.0482387	0.00592905
0.102003	1.0883	0.0499722	0.00604732
0.106119	1.10557	0.0469729	0.00617261
0.110222	1.19585	0.0503724	0.0063045
0.114234	1.17026	0.0487907	0.00642491
0.118212	1.15198	0.0480021	0.00655432
0.122215	1.31859	0.0504903	0.00668403
0.12626	1.24189	0.0478858	0.00681677
0.130359	1.29896	0.0482157	0.00696012
0.134478	1.24659	0.0466126	0.00709716
0.138483	1.2646	0.0477046	0.00723088
0.1425	1.36446	0.0478955	0.00737137
0.146519	1.34061	0.0474143	0.00750545
0.15059	1.48918	0.0487867	0.00765812
0.154649	1.34711	0.046399	0.00779877
0.158639	1.32982	0.0464428	0.00794036
0.162644	1.30128	0.0442483	0.00808005
0.166671	1.20801	0.0432587	0.00823037
0.170708	1.15036	0.0408779	0.00838125
0.174744	1.18093	0.0417464	0.00852352
