GRASP V.6.28    Instrument:  ILL_d22 
  
***** Sample, Backgrounds and Transmissions Data: ***** 
Subtitle:  N117 35C rh          
Start: 18-Oct-11   06:30:34     End: 18-Oct-11   06:30:44   
  
Foreground:  44760 , Loaded: 44754:44813 
Background:  43225 , Loaded: 43225 
Cadmium: No Cadmium Subtraction 
Det: 1 : Applying Deadtime Correction per (vertical) Tube: 1/[1-tau/detector_rate], tau = 2e-006 (seconds) 
Data Normalisation: Standard Monitor (10000000) counts 
Attenuator: 0 is Out.  NO ATTENUATION  
Attenuator: 0 is In. Up-scaling data by 1 
Beam Centre1 :  Cx = 13.9339  Cy = 63.8863       Cm Translation :  Tx = 0  Ty = 0 [mm] 
Transmissions:  Ts = 0.62251 +/- 0.00067316  Te = 0.9557 +/- 0.00090528 
Transmissions Thickness Correction is:  on 
Applying standard SANS data reduction:  I_corr = 1/[Ts Te] [I_s - I_cd]  - 1/[Te] [I_bck - I_cd] 
Data: Corrected for D22 Detector Paralax 
  
***** Calibrations: ***** 
Data: Corrected for Detector Efficiency (doesn't change magnitude but contains curvature correction) 
Data: Divided by Volume 0.1 cm3 
Solid Angle Correction: 
Divide data by empty beam flux, I0, from worksheet: Trans Empty Beam 2 8 
Applying Default Instrument Mask 
Applying User Defined Mask 
Applying NanInf Mask 
Intensity units are:  cm-1 \\ \Delta\Omega  
  
***** Analysis ***** 
Averaging I vs. Q.  Bin size:  1 [Pixel(s)] 
 
 
Mod_Q   	I       	Err_I   	Sigma_Q
 
 
0.0254331	1.87229	0.0349587	0.00398908
0.029675	1.83094	0.0225177	0.00411072
0.0336427	1.7539	0.0146667	0.00436436
0.037748	1.72187	0.0124654	0.00444781
0.0418263	1.65705	0.0112009	0.00451001
0.0458134	1.59304	0.011149	0.00458183
0.0498045	1.53889	0.00989291	0.00465398
0.0537968	1.44576	0.00962266	0.00473122
0.0578836	1.38763	0.00935875	0.00485859
0.0618954	1.32626	0.00923617	0.00495852
0.0658586	1.28487	0.00912619	0.00506275
0.0698732	1.25617	0.00850924	0.00515676
0.0739249	1.21594	0.00854718	0.00526019
0.0779823	1.18482	0.00802626	0.00536476
0.0820033	1.17272	0.00809302	0.00547547
0.0859996	1.19923	0.00798142	0.00558421
0.0900633	1.18007	0.00762872	0.00569643
0.0940398	1.18536	0.00793305	0.00581288
0.0979956	1.20289	0.00754639	0.00592719
0.101971	1.21314	0.00772282	0.00604542
0.106085	1.25878	0.00735622	0.00617067
0.110187	1.27976	0.00764871	0.00630252
0.114198	1.30198	0.00755317	0.00642289
0.118175	1.34149	0.00761291	0.00655227
0.122176	1.39781	0.00765364	0.00668194
0.12622	1.41544	0.00752464	0.00681463
0.130318	1.46131	0.00753775	0.00695794
0.134436	1.46207	0.00744152	0.00709493
0.138439	1.51532	0.0077018	0.00722861
0.142455	1.47945	0.00736072	0.00736906
0.146473	1.50472	0.00741821	0.0075031
0.150543	1.47433	0.00717771	0.00765572
0.1546	1.4343	0.00705763	0.00779632
0.158589	1.38793	0.00698561	0.00793787
0.162592	1.33599	0.00658935	0.00807751
0.166618	1.26892	0.00650471	0.00822778
0.170654	1.21451	0.00614887	0.00837862
