GRASP V.6.28    Instrument:  ILL_d22 
  
***** Sample, Backgrounds and Transmissions Data: ***** 
Subtitle:  N117 35C rh          
Start: 18-Oct-11   06:36:41     End: 18-Oct-11   06:36:51   
  
Foreground:  44796 , Loaded: 44754:44813 
Background:  43225 , Loaded: 43225 
Cadmium: No Cadmium Subtraction 
Det: 1 : Applying Deadtime Correction per (vertical) Tube: 1/[1-tau/detector_rate], tau = 2e-006 (seconds) 
Data Normalisation: Standard Monitor (10000000) counts 
Attenuator: 0 is Out.  NO ATTENUATION  
Attenuator: 0 is In. Up-scaling data by 1 
Beam Centre1 :  Cx = 13.9339  Cy = 63.8863       Cm Translation :  Tx = 0  Ty = 0 [mm] 
Transmissions:  Ts = 0.62251 +/- 0.00067316  Te = 0.9557 +/- 0.00090528 
Transmissions Thickness Correction is:  on 
Applying standard SANS data reduction:  I_corr = 1/[Ts Te] [I_s - I_cd]  - 1/[Te] [I_bck - I_cd] 
Data: Corrected for D22 Detector Paralax 
  
***** Calibrations: ***** 
Data: Corrected for Detector Efficiency (doesn't change magnitude but contains curvature correction) 
Data: Divided by Volume 0.1 cm3 
Solid Angle Correction: 
Divide data by empty beam flux, I0, from worksheet: Trans Empty Beam 2 44 
Applying Default Instrument Mask 
Applying User Defined Mask 
Applying NanInf Mask 
Intensity units are:  cm-1 \\ \Delta\Omega  
  
***** Analysis ***** 
Averaging I vs. Q.  Bin size:  1 [Pixel(s)] 
 
 
Mod_Q   	I       	Err_I   	Sigma_Q
 
 
0.0254431	1.8639	0.0348558	0.00399064
0.0296866	1.83917	0.0225529	0.00411234
0.033656	1.80093	0.0148716	0.00436607
0.0377628	1.76708	0.0126359	0.00444956
0.0418427	1.68746	0.0113027	0.00451178
0.0458314	1.6321	0.0112895	0.00458363
0.0498241	1.53623	0.00987775	0.00465581
0.0538179	1.47642	0.00972489	0.00473307
0.0579063	1.42333	0.00947945	0.0048605
0.0619197	1.35938	0.00935023	0.00496047
0.0658844	1.30294	0.00918702	0.00506474
0.0699007	1.26179	0.00852394	0.00515879
0.0739539	1.22611	0.0085808	0.00526225
0.0780129	1.20176	0.00808248	0.00536687
0.0820355	1.19992	0.00818466	0.00547762
0.0860333	1.19628	0.00796708	0.0055864
0.0900987	1.2095	0.00772221	0.00569867
0.0940767	1.22212	0.00805629	0.00581516
0.0980341	1.24103	0.0076652	0.00592951
0.102011	1.24919	0.00783699	0.00604779
0.106127	1.27397	0.00739737	0.00617309
0.11023	1.30519	0.00772213	0.00630499
0.114243	1.35482	0.0077098	0.00642542
0.118221	1.37665	0.00771395	0.00655484
0.122224	1.42822	0.00773622	0.00668456
0.12627	1.46162	0.0076506	0.00681731
0.130369	1.49421	0.007624	0.00696067
0.134489	1.51922	0.00759082	0.00709772
0.138493	1.53688	0.00775525	0.00723144
0.142511	1.5179	0.00745808	0.00737195
0.146531	1.50447	0.00741385	0.00750604
0.150602	1.48788	0.00720855	0.00765872
0.154661	1.44052	0.00707062	0.00779938
0.158652	1.37909	0.00695741	0.00794098
0.162656	1.31538	0.00653174	0.00808068
0.166684	1.26979	0.00650281	0.00823101
0.170721	1.19496	0.00609293	0.00838191
