GRASP V.6.28    Instrument:  ILL_d22 
  
***** Sample, Backgrounds and Transmissions Data: ***** 
Subtitle:  N117 35C rh          
Start: 18-Oct-11   06:45:46     End: 18-Oct-11   06:46:46   
  
Foreground:  44820 , Loaded: 44814:44822 
Background:  43225 , Loaded: 43225 
Cadmium: No Cadmium Subtraction 
Det: 1 : Applying Deadtime Correction per (vertical) Tube: 1/[1-tau/detector_rate], tau = 2e-006 (seconds) 
Data Normalisation: Standard Monitor (10000000) counts 
Attenuator: 0 is Out.  NO ATTENUATION  
Attenuator: 0 is In. Up-scaling data by 1 
Beam Centre1 :  Cx = 13.9339  Cy = 63.8863       Cm Translation :  Tx = 0  Ty = 0 [mm] 
Transmissions:  Ts = 0.62251 +/- 0.00067316  Te = 0.9557 +/- 0.00090528 
Transmissions Thickness Correction is:  on 
Applying standard SANS data reduction:  I_corr = 1/[Ts Te] [I_s - I_cd]  - 1/[Te] [I_bck - I_cd] 
Data: Corrected for D22 Detector Paralax 
  
***** Calibrations: ***** 
Data: Corrected for Detector Efficiency (doesn't change magnitude but contains curvature correction) 
Data: Divided by Volume 0.1 cm3 
Solid Angle Correction: 
Divide data by empty beam flux, I0, from worksheet: Trans Empty Beam 3 8 
Applying Default Instrument Mask 
Applying User Defined Mask 
Applying NanInf Mask 
Intensity units are:  cm-1 \\ \Delta\Omega  
  
***** Analysis ***** 
Averaging I vs. Q.  Bin size:  1 [Pixel(s)] 
 
 
Mod_Q   	I       	Err_I   	Sigma_Q
 
 
0.0254301	1.90579	0.0179028	0.00398861
0.0296715	1.88151	0.0115681	0.00411024
0.0336388	1.84555	0.00761388	0.00436384
0.0377436	1.7948	0.0064101	0.00444729
0.0418214	1.72118	0.00570862	0.00450948
0.045808	1.64972	0.00563884	0.00458129
0.0497987	1.57641	0.00494171	0.00465343
0.0537905	1.50028	0.0048066	0.00473066
0.0578768	1.435	0.0046361	0.00485802
0.0618881	1.37611	0.00455784	0.00495794
0.0658508	1.329	0.00447566	0.00506216
0.069865	1.28279	0.00412605	0.00515615
0.0739162	1.24671	0.00413831	0.00525957
0.0779731	1.23443	0.00391374	0.00536413
0.0819937	1.22021	0.00393924	0.00547482
0.0859895	1.22118	0.00384149	0.00558355
0.0900527	1.21887	0.003699	0.00569576
0.0940287	1.23581	0.00387196	0.00581219
0.0979841	1.25126	0.00368239	0.00592649
0.101959	1.27317	0.00379679	0.00604471
0.106073	1.3014	0.00359906	0.00616995
0.110174	1.34201	0.00378421	0.00630178
0.114185	1.37295	0.00375741	0.00642214
0.118161	1.40902	0.00379553	0.00655149
0.122162	1.45193	0.00380859	0.00668115
0.126205	1.49019	0.00378447	0.00681383
0.130302	1.51672	0.00377372	0.00695712
0.13442	1.53845	0.0037577	0.0070941
0.138423	1.54333	0.0038245	0.00722776
0.142439	1.53518	0.00368955	0.00736819
0.146456	1.52438	0.00366691	0.00750221
0.150525	1.49177	0.00353368	0.00765482
0.154582	1.44041	0.00344468	0.0077954
0.158571	1.38254	0.00337433	0.00793693
0.162573	1.31734	0.00314615	0.00807656
0.166599	1.25497	0.00309065	0.00822681
0.170634	1.19352	0.00289435	0.00837763
