GRASP V.6.28    Instrument:  ILL_d22 
  
***** Sample, Backgrounds and Transmissions Data: ***** 
Subtitle:  N117 35C rh          
Start: 18-Oct-11   06:28:01     End: 18-Oct-11   06:29:24   
  
Foreground:  44753 , Loaded: 44753 
Background:  43225 , Loaded: 43225 
Cadmium: No Cadmium Subtraction 
Det: 1 : Applying Deadtime Correction per (vertical) Tube: 1/[1-tau/detector_rate], tau = 2e-006 (seconds) 
Data Normalisation: Standard Monitor (10000000) counts 
Attenuator: 0 is Out.  NO ATTENUATION  
Attenuator: 0 is In. Up-scaling data by 1 
Beam Centre1 :  Cx = 13.9339  Cy = 63.8863       Cm Translation :  Tx = 0  Ty = 0 [mm] 
Transmissions:  Ts = 0.62251 +/- 0.00067316  Te = 0.9557 +/- 0.00090528 
Transmissions Thickness Correction is:  on 
Applying standard SANS data reduction:  I_corr = 1/[Ts Te] [I_s - I_cd]  - 1/[Te] [I_bck - I_cd] 
Data: Corrected for D22 Detector Paralax 
  
***** Calibrations: ***** 
Data: Corrected for Detector Efficiency (doesn't change magnitude but contains curvature correction) 
Data: Divided by Volume 0.1 cm3 
Solid Angle Correction: 
Divide data by empty beam flux, I0, from worksheet: Trans Empty Beam 1 161 
Applying Default Instrument Mask 
Applying User Defined Mask 
Applying NanInf Mask 
Intensity units are:  cm-1 \\ \Delta\Omega  
  
***** Analysis ***** 
Averaging I vs. Q.  Bin size:  1 [Pixel(s)] 
 
 
Mod_Q   	I       	Err_I   	Sigma_Q
 
 
0.0254411	1.49468	0.209668	0.00399033
0.0296843	1.67025	0.14452	0.00411202
0.0336533	1.66996	0.0962757	0.00436573
0.0377599	1.59436	0.0806832	0.00444921
0.0418395	1.60022	0.0742762	0.00451142
0.0458278	1.65324	0.0766577	0.00458327
0.0498202	1.39099	0.0636774	0.00465544
0.0538137	1.46278	0.0655983	0.0047327
0.0579017	1.35357	0.0627587	0.00486012
0.0619148	1.30792	0.062404	0.00496008
0.0658792	1.14306	0.0587358	0.00506434
0.0698952	1.20284	0.0568164	0.00515838
0.0739481	1.12978	0.0563349	0.00526184
0.0780068	1.13119	0.0536575	0.00536645
0.0820291	1.18549	0.0556426	0.00547719
0.0860266	1.14701	0.0533643	0.00558596
0.0900916	1.13665	0.051164	0.00569822
0.0940693	1.08694	0.0519595	0.0058147
0.0980264	1.10205	0.0493887	0.00592905
0.102003	1.09111	0.050095	0.00604732
0.106119	1.12347	0.0474657	0.00617261
0.110222	1.16583	0.0498099	0.0063045
0.114234	1.24974	0.0504266	0.00642491
0.118212	1.24449	0.0499052	0.00655432
0.122215	1.17301	0.0477146	0.00668403
0.12626	1.269	0.0484009	0.00681677
0.130359	1.29895	0.0482158	0.00696012
0.134478	1.40028	0.0494153	0.00709716
0.138483	1.43262	0.0507065	0.00723088
0.1425	1.42757	0.048981	0.00737137
0.146519	1.51899	0.0504639	0.00750545
0.15059	1.37979	0.0470993	0.00765812
0.154649	1.42923	0.0478075	0.00779877
0.158639	1.29177	0.0458126	0.00794036
0.162644	1.25422	0.0434794	0.00808005
0.166671	1.38708	0.0463028	0.00823037
0.170708	1.18544	0.0415002	0.00838125
0.174744	1.14193	0.0410642	0.00852352
