GRASP V.6.28    Instrument:  ILL_d22 
  
***** Sample, Backgrounds and Transmissions Data: ***** 
Subtitle:  N117 35C rh          
Start: 18-Oct-11   06:30:44     End: 18-Oct-11   06:30:54   
  
Foreground:  44761 , Loaded: 44754:44813 
Background:  43225 , Loaded: 43225 
Cadmium: No Cadmium Subtraction 
Det: 1 : Applying Deadtime Correction per (vertical) Tube: 1/[1-tau/detector_rate], tau = 2e-006 (seconds) 
Data Normalisation: Standard Monitor (10000000) counts 
Attenuator: 0 is Out.  NO ATTENUATION  
Attenuator: 0 is In. Up-scaling data by 1 
Beam Centre1 :  Cx = 13.9339  Cy = 63.8863       Cm Translation :  Tx = 0  Ty = 0 [mm] 
Transmissions:  Ts = 0.62251 +/- 0.00067316  Te = 0.9557 +/- 0.00090528 
Transmissions Thickness Correction is:  on 
Applying standard SANS data reduction:  I_corr = 1/[Ts Te] [I_s - I_cd]  - 1/[Te] [I_bck - I_cd] 
Data: Corrected for D22 Detector Paralax 
  
***** Calibrations: ***** 
Data: Corrected for Detector Efficiency (doesn't change magnitude but contains curvature correction) 
Data: Divided by Volume 0.1 cm3 
Solid Angle Correction: 
Divide data by empty beam flux, I0, from worksheet: Trans Empty Beam 2 9 
Applying Default Instrument Mask 
Applying User Defined Mask 
Applying NanInf Mask 
Intensity units are:  cm-1 \\ \Delta\Omega  
  
***** Analysis ***** 
Averaging I vs. Q.  Bin size:  1 [Pixel(s)] 
 
 
Mod_Q   	I       	Err_I   	Sigma_Q
 
 
0.0254331	1.81808	0.0343995	0.00398908
0.029675	1.79185	0.0222555	0.00411072
0.0336427	1.80151	0.0148796	0.00436436
0.037748	1.73654	0.0125232	0.00444781
0.0418263	1.66444	0.0112252	0.00451001
0.0458134	1.59672	0.0111616	0.00458183
0.0498045	1.54155	0.00990199	0.00465398
0.0537968	1.44119	0.00960566	0.00473122
0.0578836	1.38777	0.00935797	0.00485859
0.0618954	1.34515	0.00930451	0.00495852
0.0658586	1.28789	0.00913578	0.00506275
0.0698732	1.24289	0.00846194	0.00515676
0.0739249	1.21168	0.00853006	0.00526019
0.0779823	1.19821	0.00807132	0.00536476
0.0820033	1.17286	0.008092	0.00547547
0.0859996	1.19462	0.00796303	0.00558421
0.0900633	1.18	0.00762771	0.00569643
0.0940398	1.20146	0.00798854	0.00581288
0.0979956	1.21454	0.00758178	0.00592719
0.101971	1.22959	0.00777536	0.00604542
0.106085	1.24886	0.00732467	0.00617067
0.110187	1.27586	0.00763421	0.00630252
0.114198	1.30993	0.00757594	0.00642289
0.118175	1.34152	0.00761134	0.00655227
0.122176	1.38703	0.00762102	0.00668194
0.12622	1.43168	0.00756975	0.00681463
0.130318	1.46188	0.00753795	0.00695794
0.134436	1.47321	0.00747127	0.00709493
0.138439	1.50673	0.00767665	0.00722861
0.142455	1.50124	0.00741724	0.00736906
0.146473	1.492	0.00738483	0.0075031
0.150543	1.47186	0.00717056	0.00765572
0.1546	1.4349	0.00705819	0.00779632
0.158589	1.39279	0.00699758	0.00793787
0.162592	1.31808	0.00654058	0.00807751
0.166618	1.26946	0.00650503	0.00822778
0.170654	1.22283	0.00616889	0.00837862
