GRASP V.6.28    Instrument:  ILL_d22 
  
***** Sample, Backgrounds and Transmissions Data: ***** 
Subtitle:  N117 35C rh          
Start: 18-Oct-11   06:28:01     End: 18-Oct-11   06:29:24   
  
Foreground:  44753 , Loaded: 44753 
Background:  43225 , Loaded: 43225 
Cadmium: No Cadmium Subtraction 
Det: 1 : Applying Deadtime Correction per (vertical) Tube: 1/[1-tau/detector_rate], tau = 2e-006 (seconds) 
Data Normalisation: Standard Monitor (10000000) counts 
Attenuator: 0 is Out.  NO ATTENUATION  
Attenuator: 0 is In. Up-scaling data by 1 
Beam Centre1 :  Cx = 13.9339  Cy = 63.8863       Cm Translation :  Tx = 0  Ty = 0 [mm] 
Transmissions:  Ts = 0.62251 +/- 0.00067316  Te = 0.9557 +/- 0.00090528 
Transmissions Thickness Correction is:  on 
Applying standard SANS data reduction:  I_corr = 1/[Ts Te] [I_s - I_cd]  - 1/[Te] [I_bck - I_cd] 
Data: Corrected for D22 Detector Paralax 
  
***** Calibrations: ***** 
Data: Corrected for Detector Efficiency (doesn't change magnitude but contains curvature correction) 
Data: Divided by Volume 0.1 cm3 
Solid Angle Correction: 
Divide data by empty beam flux, I0, from worksheet: Trans Empty Beam 1 31 
Applying Default Instrument Mask 
Applying User Defined Mask 
Applying NanInf Mask 
Intensity units are:  cm-1 \\ \Delta\Omega  
  
***** Analysis ***** 
Averaging I vs. Q.  Bin size:  1 [Pixel(s)] 
 
 
Mod_Q   	I       	Err_I   	Sigma_Q
 
 
0.0254411	1.16393	0.186592	0.00399033
0.0296843	1.20214	0.123471	0.00411202
0.0336533	1.30816	0.0856349	0.00436573
0.0377599	1.378	0.0754112	0.00444921
0.0418395	1.29927	0.0672145	0.00451142
0.0458278	1.22408	0.0664002	0.00458327
0.0498202	1.16727	0.0586094	0.00465544
0.0538137	1.23347	0.0605639	0.0047327
0.0579017	1.10048	0.0569224	0.00486012
0.0619148	1.08805	0.0572048	0.00496008
0.0658792	1.02427	0.0558651	0.00506434
0.0698952	0.987877	0.0517964	0.00515838
0.0739481	1.02634	0.0539757	0.00526184
0.0780068	1.04101	0.0516188	0.00536645
0.0820291	1.05517	0.0526756	0.00547719
0.0860266	1.00343	0.0501451	0.00558596
0.0900916	1.0364	0.0490778	0.00569822
0.0940693	1.0183	0.0505362	0.0058147
0.0980264	1.0075	0.0474224	0.00592905
0.102003	1.03185	0.0488775	0.00604732
0.106119	0.971496	0.0443528	0.00617261
0.110222	0.939502	0.0449667	0.0063045
0.114234	1.0152	0.045678	0.00642491
0.118212	0.91963	0.0432139	0.00655432
0.122215	1.05967	0.0455581	0.00668403
0.12626	1.00999	0.0434468	0.00681677
0.130359	1.00536	0.0426815	0.00696012
0.134478	1.14429	0.0448558	0.00709716
0.138483	1.18528	0.0463767	0.00723088
0.1425	1.15766	0.0443735	0.00737137
0.146519	1.22243	0.0455168	0.00750545
0.15059	1.21988	0.0444849	0.00765812
0.154649	1.19378	0.0439225	0.00779877
0.158639	1.21388	0.0445777	0.00794036
0.162644	1.25089	0.0435678	0.00808005
0.166671	1.21421	0.0434979	0.00823037
0.170708	1.21796	0.0421729	0.00838125
0.174744	1.1966	0.0421358	0.00852352
