GRASP V.6.28    Instrument:  ILL_d22 
  
***** Sample, Backgrounds and Transmissions Data: ***** 
Subtitle:  N117 35C rh          
Start: 18-Oct-11   06:37:42     End: 18-Oct-11   06:37:52   
  
Foreground:  44802 , Loaded: 44754:44813 
Background:  43225 , Loaded: 43225 
Cadmium: No Cadmium Subtraction 
Det: 1 : Applying Deadtime Correction per (vertical) Tube: 1/[1-tau/detector_rate], tau = 2e-006 (seconds) 
Data Normalisation: Standard Monitor (10000000) counts 
Attenuator: 0 is Out.  NO ATTENUATION  
Attenuator: 0 is In. Up-scaling data by 1 
Beam Centre1 :  Cx = 13.9339  Cy = 63.8863       Cm Translation :  Tx = 0  Ty = 0 [mm] 
Transmissions:  Ts = 0.62251 +/- 0.00067316  Te = 0.9557 +/- 0.00090528 
Transmissions Thickness Correction is:  on 
Applying standard SANS data reduction:  I_corr = 1/[Ts Te] [I_s - I_cd]  - 1/[Te] [I_bck - I_cd] 
Data: Corrected for D22 Detector Paralax 
  
***** Calibrations: ***** 
Data: Corrected for Detector Efficiency (doesn't change magnitude but contains curvature correction) 
Data: Divided by Volume 0.1 cm3 
Solid Angle Correction: 
Divide data by empty beam flux, I0, from worksheet: Trans Empty Beam 2 50 
Applying Default Instrument Mask 
Applying User Defined Mask 
Applying NanInf Mask 
Intensity units are:  cm-1 \\ \Delta\Omega  
  
***** Analysis ***** 
Averaging I vs. Q.  Bin size:  1 [Pixel(s)] 
 
 
Mod_Q   	I       	Err_I   	Sigma_Q
 
 
0.0254321	1.88443	0.0350855	0.00398892
0.0296738	1.8692	0.0227698	0.00411056
0.0336414	1.82493	0.0149879	0.00436419
0.0377465	1.76656	0.0126412	0.00444764
0.0418247	1.71385	0.011406	0.00450983
0.0458116	1.64923	0.0113614	0.00458165
0.0498026	1.55811	0.00996288	0.0046538
0.0537947	1.46866	0.00970477	0.00473103
0.0578813	1.40707	0.0094281	0.0048584
0.061893	1.36314	0.00936994	0.00495833
0.065856	1.32041	0.00925835	0.00506255
0.0698705	1.26278	0.0085342	0.00515656
0.073922	1.25992	0.00871117	0.00525998
0.0779792	1.22729	0.00817684	0.00536455
0.0820001	1.19488	0.00817374	0.00547525
0.0859962	1.20811	0.00801272	0.00558399
0.0900598	1.21334	0.00773979	0.00569621
0.0940361	1.21823	0.00804941	0.00581265
0.0979918	1.24239	0.00767528	0.00592695
0.101967	1.25936	0.00787636	0.00604518
0.106081	1.28766	0.00744474	0.00617043
0.110183	1.315	0.00775831	0.00630227
0.114194	1.34922	0.00769808	0.00642264
0.11817	1.39267	0.00776642	0.00655201
0.122172	1.44271	0.00778295	0.00668167
0.126215	1.45719	0.00764423	0.00681436
0.130313	1.51174	0.00767786	0.00695767
0.13443	1.50971	0.00757135	0.00709465
0.138434	1.53376	0.0077536	0.00722832
0.14245	1.51231	0.00744864	0.00736877
0.146468	1.50788	0.00742876	0.0075028
0.150537	1.49022	0.00722036	0.00765542
0.154594	1.42653	0.00703973	0.00779601
0.158583	1.37827	0.00696142	0.00793756
0.162586	1.31778	0.006543	0.00807719
0.166612	1.25363	0.0064643	0.00822746
0.170648	1.19367	0.00609409	0.00837829
