GRASP V.6.28    Instrument:  ILL_d22 
  
***** Sample, Backgrounds and Transmissions Data: ***** 
Subtitle:  N117 35C rh          
Start: 18-Oct-11   06:35:09     End: 18-Oct-11   06:35:19   
  
Foreground:  44787 , Loaded: 44754:44813 
Background:  43225 , Loaded: 43225 
Cadmium: No Cadmium Subtraction 
Det: 1 : Applying Deadtime Correction per (vertical) Tube: 1/[1-tau/detector_rate], tau = 2e-006 (seconds) 
Data Normalisation: Standard Monitor (10000000) counts 
Attenuator: 0 is Out.  NO ATTENUATION  
Attenuator: 0 is In. Up-scaling data by 1 
Beam Centre1 :  Cx = 13.9339  Cy = 63.8863       Cm Translation :  Tx = 0  Ty = 0 [mm] 
Transmissions:  Ts = 0.62251 +/- 0.00067316  Te = 0.9557 +/- 0.00090528 
Transmissions Thickness Correction is:  on 
Applying standard SANS data reduction:  I_corr = 1/[Ts Te] [I_s - I_cd]  - 1/[Te] [I_bck - I_cd] 
Data: Corrected for D22 Detector Paralax 
  
***** Calibrations: ***** 
Data: Corrected for Detector Efficiency (doesn't change magnitude but contains curvature correction) 
Data: Divided by Volume 0.1 cm3 
Solid Angle Correction: 
Divide data by empty beam flux, I0, from worksheet: Trans Empty Beam 2 35 
Applying Default Instrument Mask 
Applying User Defined Mask 
Applying NanInf Mask 
Intensity units are:  cm-1 \\ \Delta\Omega  
  
***** Analysis ***** 
Averaging I vs. Q.  Bin size:  1 [Pixel(s)] 
 
 
Mod_Q   	I       	Err_I   	Sigma_Q
 
 
0.0254241	1.85773	0.0348316	0.00398767
0.0296645	1.85914	0.0227308	0.00410927
0.0336309	1.82618	0.0150043	0.00436281
0.0377347	1.75683	0.0126142	0.00444624
0.0418115	1.68327	0.0113058	0.00450841
0.0457972	1.61669	0.0112471	0.00458022
0.049787	1.54581	0.009926	0.00465234
0.0537778	1.47768	0.00974257	0.00472955
0.0578631	1.40818	0.00943925	0.00485688
0.0618735	1.36243	0.00937493	0.00495677
0.0658353	1.31419	0.00924151	0.00506096
0.0698486	1.26729	0.00855391	0.00515494
0.0738988	1.25633	0.00869891	0.00525833
0.0779548	1.2155	0.00814155	0.00536287
0.0819744	1.19092	0.00816493	0.00547353
0.0859692	1.19046	0.00795732	0.00558223
0.0900315	1.19932	0.00770004	0.00569442
0.0940066	1.20458	0.00800796	0.00581082
0.097961	1.23198	0.00764634	0.00592509
0.101935	1.24584	0.00783633	0.00604328
0.106048	1.25854	0.00736181	0.00616849
0.110148	1.30879	0.00774435	0.0063003
0.114158	1.34929	0.00770257	0.00642063
0.118133	1.38117	0.00773792	0.00654995
0.122133	1.4124	0.0077013	0.00667958
0.126175	1.45331	0.00763842	0.00681222
0.130272	1.48493	0.00760881	0.00695548
0.134388	1.48557	0.00751233	0.00709243
0.13839	1.51307	0.00770274	0.00722605
0.142405	1.5131	0.00745508	0.00736645
0.146422	1.50459	0.00742341	0.00750045
0.15049	1.47973	0.00719715	0.00765301
0.154546	1.42711	0.00704517	0.00779356
0.158533	1.3748	0.00695595	0.00793506
0.162535	1.32184	0.00655783	0.00807466
0.166559	1.2548	0.00647199	0.00822488
0.170594	1.18871	0.006085	0.00837566
