GRASP V.6.28    Instrument:  ILL_d22 
  
***** Sample, Backgrounds and Transmissions Data: ***** 
Subtitle:  N117 35C rh          
Start: 18-Oct-11   06:35:50     End: 18-Oct-11   06:36:00   
  
Foreground:  44791 , Loaded: 44754:44813 
Background:  43225 , Loaded: 43225 
Cadmium: No Cadmium Subtraction 
Det: 1 : Applying Deadtime Correction per (vertical) Tube: 1/[1-tau/detector_rate], tau = 2e-006 (seconds) 
Data Normalisation: Standard Monitor (10000000) counts 
Attenuator: 0 is Out.  NO ATTENUATION  
Attenuator: 0 is In. Up-scaling data by 1 
Beam Centre1 :  Cx = 13.9339  Cy = 63.8863       Cm Translation :  Tx = 0  Ty = 0 [mm] 
Transmissions:  Ts = 0.62251 +/- 0.00067316  Te = 0.9557 +/- 0.00090528 
Transmissions Thickness Correction is:  on 
Applying standard SANS data reduction:  I_corr = 1/[Ts Te] [I_s - I_cd]  - 1/[Te] [I_bck - I_cd] 
Data: Corrected for D22 Detector Paralax 
  
***** Calibrations: ***** 
Data: Corrected for Detector Efficiency (doesn't change magnitude but contains curvature correction) 
Data: Divided by Volume 0.1 cm3 
Solid Angle Correction: 
Divide data by empty beam flux, I0, from worksheet: Trans Empty Beam 2 39 
Applying Default Instrument Mask 
Applying User Defined Mask 
Applying NanInf Mask 
Intensity units are:  cm-1 \\ \Delta\Omega  
  
***** Analysis ***** 
Averaging I vs. Q.  Bin size:  1 [Pixel(s)] 
 
 
Mod_Q   	I       	Err_I   	Sigma_Q
 
 
0.0254241	1.83048	0.0344979	0.00398767
0.0296645	1.84553	0.0226008	0.00410927
0.0336309	1.8032	0.0148837	0.00436281
0.0377347	1.76788	0.0126388	0.00444624
0.0418115	1.69975	0.0113479	0.00450841
0.0457972	1.61266	0.0112167	0.00458022
0.049787	1.55534	0.00994334	0.00465234
0.0537778	1.483	0.00974673	0.00472955
0.0578631	1.40607	0.0094193	0.00485688
0.0618735	1.36624	0.0093752	0.00495677
0.0658353	1.3155	0.00923311	0.00506096
0.0698486	1.26585	0.00853698	0.00515494
0.0738988	1.22131	0.00856131	0.00525833
0.0779548	1.22133	0.00814854	0.00536287
0.0819744	1.21176	0.00822709	0.00547353
0.0859692	1.20768	0.00800314	0.00558223
0.0900315	1.20733	0.00771411	0.00569442
0.0940066	1.2291	0.00808024	0.00581082
0.097961	1.24932	0.00769152	0.00592509
0.101935	1.24835	0.00783385	0.00604328
0.106048	1.28061	0.00741834	0.00616849
0.110148	1.31737	0.00775911	0.0063003
0.114158	1.33004	0.00763497	0.00642063
0.118133	1.40152	0.00778723	0.00654995
0.122133	1.42224	0.00771959	0.00667958
0.126175	1.45354	0.00762756	0.00681222
0.130272	1.49455	0.00762444	0.00695548
0.134388	1.5226	0.00759958	0.00709243
0.13839	1.51246	0.00768952	0.00722605
0.142405	1.51387	0.00744616	0.00736645
0.146422	1.51158	0.00743207	0.00750045
0.15049	1.48376	0.00719754	0.00765301
0.154546	1.44093	0.0070719	0.00779356
0.158533	1.38094	0.00696231	0.00793506
0.162535	1.32847	0.00656482	0.00807466
0.166559	1.26674	0.00649428	0.00822488
0.170594	1.20008	0.00610637	0.00837566
