GRASP V.6.28    Instrument:  ILL_d22 
  
***** Sample, Backgrounds and Transmissions Data: ***** 
Subtitle:  N117 35C rh          
Start: 18-Oct-11   06:32:36     End: 18-Oct-11   06:32:46   
  
Foreground:  44772 , Loaded: 44754:44813 
Background:  43225 , Loaded: 43225 
Cadmium: No Cadmium Subtraction 
Det: 1 : Applying Deadtime Correction per (vertical) Tube: 1/[1-tau/detector_rate], tau = 2e-006 (seconds) 
Data Normalisation: Standard Monitor (10000000) counts 
Attenuator: 0 is Out.  NO ATTENUATION  
Attenuator: 0 is In. Up-scaling data by 1 
Beam Centre1 :  Cx = 13.9339  Cy = 63.8863       Cm Translation :  Tx = 0  Ty = 0 [mm] 
Transmissions:  Ts = 0.62251 +/- 0.00067316  Te = 0.9557 +/- 0.00090528 
Transmissions Thickness Correction is:  on 
Applying standard SANS data reduction:  I_corr = 1/[Ts Te] [I_s - I_cd]  - 1/[Te] [I_bck - I_cd] 
Data: Corrected for D22 Detector Paralax 
  
***** Calibrations: ***** 
Data: Corrected for Detector Efficiency (doesn't change magnitude but contains curvature correction) 
Data: Divided by Volume 0.1 cm3 
Solid Angle Correction: 
Divide data by empty beam flux, I0, from worksheet: Trans Empty Beam 2 20 
Applying Default Instrument Mask 
Applying User Defined Mask 
Applying NanInf Mask 
Intensity units are:  cm-1 \\ \Delta\Omega  
  
***** Analysis ***** 
Averaging I vs. Q.  Bin size:  1 [Pixel(s)] 
 
 
Mod_Q   	I       	Err_I   	Sigma_Q
 
 
0.0254301	1.87996	0.0350335	0.00398861
0.0296715	1.83542	0.0225459	0.00411024
0.0336388	1.78223	0.0147959	0.00436384
0.0377436	1.72374	0.0124736	0.00444729
0.0418214	1.69394	0.0113311	0.00450948
0.045808	1.61455	0.0112305	0.00458129
0.0497987	1.53794	0.00988934	0.00465343
0.0537905	1.48283	0.00975245	0.00473066
0.0578768	1.4157	0.00945779	0.00485802
0.0618881	1.35442	0.00933678	0.00495794
0.0658508	1.28893	0.00914046	0.00506216
0.069865	1.26658	0.00854486	0.00515615
0.0739162	1.24113	0.00863749	0.00525957
0.0779731	1.2152	0.00813264	0.00536413
0.0819937	1.1932	0.00816502	0.00547482
0.0859895	1.18633	0.00793576	0.00558355
0.0900527	1.18775	0.00765371	0.00569576
0.0940287	1.2065	0.0080072	0.00581219
0.0979841	1.20291	0.00754507	0.00592649
0.101959	1.23083	0.00778031	0.00604471
0.106073	1.26603	0.00737804	0.00616995
0.110174	1.29076	0.00768212	0.00630178
0.114185	1.31535	0.00759356	0.00642214
0.118161	1.36787	0.00769068	0.00655149
0.122162	1.4025	0.00766593	0.00668115
0.126205	1.44489	0.00760762	0.00681383
0.130302	1.47741	0.0075833	0.00695712
0.13442	1.49043	0.00751819	0.0070941
0.138423	1.50724	0.00767966	0.00722776
0.142439	1.49552	0.00740301	0.00736819
0.146456	1.50314	0.0074145	0.00750221
0.150525	1.47554	0.00718169	0.00765482
0.154582	1.43281	0.00705304	0.0077954
0.158571	1.3834	0.00697316	0.00793693
0.162573	1.31824	0.00654252	0.00807656
0.166599	1.26238	0.00648544	0.00822681
0.170634	1.21789	0.00615705	0.00837763
