GRASP V.6.28    Instrument:  ILL_d22 
  
***** Sample, Backgrounds and Transmissions Data: ***** 
Subtitle:  N117 35C rh          
Start: 18-Oct-11   06:31:15     End: 18-Oct-11   06:31:25   
  
Foreground:  44764 , Loaded: 44754:44813 
Background:  43225 , Loaded: 43225 
Cadmium: No Cadmium Subtraction 
Det: 1 : Applying Deadtime Correction per (vertical) Tube: 1/[1-tau/detector_rate], tau = 2e-006 (seconds) 
Data Normalisation: Standard Monitor (10000000) counts 
Attenuator: 0 is Out.  NO ATTENUATION  
Attenuator: 0 is In. Up-scaling data by 1 
Beam Centre1 :  Cx = 13.9339  Cy = 63.8863       Cm Translation :  Tx = 0  Ty = 0 [mm] 
Transmissions:  Ts = 0.62251 +/- 0.00067316  Te = 0.9557 +/- 0.00090528 
Transmissions Thickness Correction is:  on 
Applying standard SANS data reduction:  I_corr = 1/[Ts Te] [I_s - I_cd]  - 1/[Te] [I_bck - I_cd] 
Data: Corrected for D22 Detector Paralax 
  
***** Calibrations: ***** 
Data: Corrected for Detector Efficiency (doesn't change magnitude but contains curvature correction) 
Data: Divided by Volume 0.1 cm3 
Solid Angle Correction: 
Divide data by empty beam flux, I0, from worksheet: Trans Empty Beam 2 12 
Applying Default Instrument Mask 
Applying User Defined Mask 
Applying NanInf Mask 
Intensity units are:  cm-1 \\ \Delta\Omega  
  
***** Analysis ***** 
Averaging I vs. Q.  Bin size:  1 [Pixel(s)] 
 
 
Mod_Q   	I       	Err_I   	Sigma_Q
 
 
0.0254271	1.84293	0.0346703	0.00398814
0.029668	1.82799	0.0225141	0.00410976
0.0336348	1.7868	0.0148244	0.00436333
0.0377391	1.73819	0.0125368	0.00444677
0.0418165	1.66825	0.0112461	0.00450894
0.0458026	1.60597	0.011203	0.00458076
0.0497928	1.51951	0.0098323	0.00465288
0.0537841	1.46989	0.00971265	0.0047301
0.0578699	1.39126	0.00937736	0.00485745
0.0618808	1.35355	0.00933763	0.00495735
0.0658431	1.28485	0.00912862	0.00506156
0.0698568	1.24056	0.00845671	0.00515555
0.0739075	1.2149	0.00854919	0.00525895
0.0779639	1.20432	0.00809891	0.0053635
0.081984	1.19389	0.00817359	0.00547418
0.0859793	1.18338	0.00792892	0.00558289
0.0900421	1.18526	0.0076488	0.00569509
0.0940176	1.2026	0.00799828	0.00581151
0.0979726	1.2115	0.00757692	0.00592579
0.101947	1.21701	0.00773844	0.00604399
0.10606	1.25259	0.00734124	0.00616922
0.110161	1.29691	0.00770384	0.00630104
0.114171	1.30423	0.0075646	0.00642138
0.118147	1.33586	0.00760013	0.00655072
0.122148	1.38732	0.00762907	0.00668036
0.12619	1.43233	0.00757713	0.00681303
0.130287	1.45911	0.00753676	0.0069563
0.134404	1.4913	0.00752462	0.00709326
0.138407	1.49351	0.0076467	0.00722691
0.142422	1.50349	0.00742774	0.00736732
0.146439	1.51234	0.00744272	0.00750133
0.150508	1.4731	0.0071797	0.00765391
0.154564	1.44521	0.00708996	0.00779448
0.158552	1.38732	0.00698701	0.007936
0.162554	1.31338	0.00653343	0.00807561
0.166579	1.26927	0.00650845	0.00822584
0.170614	1.20746	0.00613353	0.00837665
