GRASP V.6.28    Instrument:  ILL_d22 
  
***** Sample, Backgrounds and Transmissions Data: ***** 
Subtitle:  N117 35C rh          
Start: 18-Oct-11   06:38:53     End: 18-Oct-11   06:39:04   
  
Foreground:  44809 , Loaded: 44754:44813 
Background:  43225 , Loaded: 43225 
Cadmium: No Cadmium Subtraction 
Det: 1 : Applying Deadtime Correction per (vertical) Tube: 1/[1-tau/detector_rate], tau = 2e-006 (seconds) 
Data Normalisation: Standard Monitor (10000000) counts 
Attenuator: 0 is Out.  NO ATTENUATION  
Attenuator: 0 is In. Up-scaling data by 1 
Beam Centre1 :  Cx = 13.9339  Cy = 63.8863       Cm Translation :  Tx = 0  Ty = 0 [mm] 
Transmissions:  Ts = 0.62251 +/- 0.00067316  Te = 0.9557 +/- 0.00090528 
Transmissions Thickness Correction is:  on 
Applying standard SANS data reduction:  I_corr = 1/[Ts Te] [I_s - I_cd]  - 1/[Te] [I_bck - I_cd] 
Data: Corrected for D22 Detector Paralax 
  
***** Calibrations: ***** 
Data: Corrected for Detector Efficiency (doesn't change magnitude but contains curvature correction) 
Data: Divided by Volume 0.1 cm3 
Solid Angle Correction: 
Divide data by empty beam flux, I0, from worksheet: Trans Empty Beam 2 57 
Applying Default Instrument Mask 
Applying User Defined Mask 
Applying NanInf Mask 
Intensity units are:  cm-1 \\ \Delta\Omega  
  
***** Analysis ***** 
Averaging I vs. Q.  Bin size:  1 [Pixel(s)] 
 
 
Mod_Q   	I       	Err_I   	Sigma_Q
 
 
0.0254181	1.91998	0.0354578	0.00398673
0.0296575	1.81529	0.0224169	0.0041083
0.0336229	1.81449	0.0149456	0.00436179
0.0377258	1.79046	0.0127376	0.0044452
0.0418017	1.72457	0.0114473	0.00450735
0.0457864	1.64594	0.0113503	0.00457914
0.0497752	1.569	0.00999899	0.00465124
0.0537651	1.50535	0.00983471	0.00472843
0.0578495	1.4184	0.00946879	0.00485573
0.061859	1.36199	0.00936716	0.0049556
0.0658198	1.30634	0.00920775	0.00505977
0.0698321	1.27937	0.00859415	0.00515373
0.0738814	1.24282	0.00864994	0.00525709
0.0779364	1.22018	0.00815306	0.0053616
0.0819551	1.20493	0.00821017	0.00547224
0.085949	1.2036	0.00799873	0.00558092
0.0900103	1.2161	0.00775013	0.00569308
0.0939844	1.226	0.00807649	0.00580945
0.097938	1.24188	0.00767457	0.0059237
0.101911	1.26547	0.00789731	0.00604186
0.106023	1.2923	0.00746049	0.00616704
0.110122	1.31054	0.00774591	0.00629881
0.114131	1.35614	0.00772044	0.00641911
0.118105	1.41028	0.0078205	0.00654841
0.122104	1.42823	0.00774405	0.006678
0.126146	1.48461	0.00771973	0.00681062
0.130241	1.50499	0.00765975	0.00695384
0.134357	1.51403	0.0075843	0.00709075
0.138358	1.52573	0.007731	0.00722435
0.142372	1.51895	0.00746745	0.00736472
0.146387	1.52523	0.00747471	0.00749868
0.150454	1.48918	0.00721838	0.00765121
0.154509	1.43205	0.00705468	0.00779173
0.158496	1.38977	0.00699289	0.0079332
0.162497	1.31669	0.00654162	0.00807276
0.16652	1.25933	0.00648143	0.00822294
0.170554	1.20055	0.00611396	0.00837369
0.174586	1.14696	0.00602023	0.00851583
