GRASP V.6.28    Instrument:  ILL_d22 
  
***** Sample, Backgrounds and Transmissions Data: ***** 
Subtitle:  N117 35C rh          
Start: 18-Oct-11   06:28:01     End: 18-Oct-11   06:29:24   
  
Foreground:  44753 , Loaded: 44753 
Background:  43225 , Loaded: 43225 
Cadmium: No Cadmium Subtraction 
Det: 1 : Applying Deadtime Correction per (vertical) Tube: 1/[1-tau/detector_rate], tau = 2e-006 (seconds) 
Data Normalisation: Standard Monitor (10000000) counts 
Attenuator: 0 is Out.  NO ATTENUATION  
Attenuator: 0 is In. Up-scaling data by 1 
Beam Centre1 :  Cx = 13.9339  Cy = 63.8863       Cm Translation :  Tx = 0  Ty = 0 [mm] 
Transmissions:  Ts = 0.62251 +/- 0.00067316  Te = 0.9557 +/- 0.00090528 
Transmissions Thickness Correction is:  on 
Applying standard SANS data reduction:  I_corr = 1/[Ts Te] [I_s - I_cd]  - 1/[Te] [I_bck - I_cd] 
Data: Corrected for D22 Detector Paralax 
  
***** Calibrations: ***** 
Data: Corrected for Detector Efficiency (doesn't change magnitude but contains curvature correction) 
Data: Divided by Volume 0.1 cm3 
Solid Angle Correction: 
Divide data by empty beam flux, I0, from worksheet: Trans Empty Beam 1 101 
Applying Default Instrument Mask 
Applying User Defined Mask 
Applying NanInf Mask 
Intensity units are:  cm-1 \\ \Delta\Omega  
  
***** Analysis ***** 
Averaging I vs. Q.  Bin size:  1 [Pixel(s)] 
 
 
Mod_Q   	I       	Err_I   	Sigma_Q
 
 
0.0254411	1.1036	0.181623	0.00399033
0.0296843	1.56454	0.140141	0.00411202
0.0336533	1.49848	0.0913514	0.00436573
0.0377599	1.67592	0.0828252	0.00444921
0.0418395	1.49118	0.0717185	0.00451142
0.0458278	1.40589	0.0709583	0.00458327
0.0498202	1.41683	0.0643237	0.00465544
0.0538137	1.30638	0.0622343	0.0047327
0.0579017	1.37867	0.0633796	0.00486012
0.0619148	1.25584	0.061316	0.00496008
0.0658792	1.17559	0.0596213	0.00506434
0.0698952	1.19781	0.0567647	0.00515838
0.0739481	1.19541	0.0579819	0.00526184
0.0780068	1.10376	0.0530689	0.00536645
0.0820291	1.19211	0.0557669	0.00547719
0.0860266	1.11961	0.052774	0.00558596
0.0900916	1.15141	0.0515632	0.00569822
0.0940693	1.13916	0.0532503	0.0058147
0.0980264	1.02058	0.0476279	0.00592905
0.102003	1.06787	0.0496026	0.00604732
0.106119	1.19518	0.0489924	0.00617261
0.110222	1.23066	0.0511576	0.0063045
0.114234	1.18772	0.0492543	0.00642491
0.118212	1.20112	0.049115	0.00655432
0.122215	1.33215	0.0508207	0.00668403
0.12626	1.32571	0.0494965	0.00681677
0.130359	1.4348	0.0507113	0.00696012
0.134478	1.37103	0.0489632	0.00709716
0.138483	1.39088	0.0500457	0.00723088
0.1425	1.33252	0.0474712	0.00737137
0.146519	1.35077	0.0477061	0.00750545
0.15059	1.43615	0.0481069	0.00765812
0.154649	1.3399	0.0463923	0.00779877
0.158639	1.35526	0.0469565	0.00794036
0.162644	1.24042	0.0432865	0.00808005
0.166671	1.1948	0.043109	0.00823037
0.170708	1.20967	0.0419654	0.00838125
0.174744	1.12385	0.0408301	0.00852352
