GRASP V.6.28    Instrument:  ILL_d22 
  
***** Sample, Backgrounds and Transmissions Data: ***** 
Subtitle:  N117 35C rh          
Start: 18-Oct-11   06:28:01     End: 18-Oct-11   06:29:24   
  
Foreground:  44753 , Loaded: 44753 
Background:  43225 , Loaded: 43225 
Cadmium: No Cadmium Subtraction 
Det: 1 : Applying Deadtime Correction per (vertical) Tube: 1/[1-tau/detector_rate], tau = 2e-006 (seconds) 
Data Normalisation: Standard Monitor (10000000) counts 
Attenuator: 0 is Out.  NO ATTENUATION  
Attenuator: 0 is In. Up-scaling data by 1 
Beam Centre1 :  Cx = 13.9339  Cy = 63.8863       Cm Translation :  Tx = 0  Ty = 0 [mm] 
Transmissions:  Ts = 0.62251 +/- 0.00067316  Te = 0.9557 +/- 0.00090528 
Transmissions Thickness Correction is:  on 
Applying standard SANS data reduction:  I_corr = 1/[Ts Te] [I_s - I_cd]  - 1/[Te] [I_bck - I_cd] 
Data: Corrected for D22 Detector Paralax 
  
***** Calibrations: ***** 
Data: Corrected for Detector Efficiency (doesn't change magnitude but contains curvature correction) 
Data: Divided by Volume 0.1 cm3 
Solid Angle Correction: 
Divide data by empty beam flux, I0, from worksheet: Trans Empty Beam 1 201 
Applying Default Instrument Mask 
Applying User Defined Mask 
Applying NanInf Mask 
Intensity units are:  cm-1 \\ \Delta\Omega  
  
***** Analysis ***** 
Averaging I vs. Q.  Bin size:  1 [Pixel(s)] 
 
 
Mod_Q   	I       	Err_I   	Sigma_Q
 
 
0.0254411	1.7855	0.230856	0.00399033
0.0296843	1.8103	0.151588	0.00411202
0.0336533	1.64201	0.0963817	0.00436573
0.0377599	1.71814	0.0846626	0.00444921
0.0418395	1.63131	0.0756874	0.00451142
0.0458278	1.59631	0.0760456	0.00458327
0.0498202	1.41671	0.0648893	0.00465544
0.0538137	1.46583	0.0663639	0.0047327
0.0579017	1.28118	0.0617228	0.00486012
0.0619148	1.39086	0.0649399	0.00496008
0.0658792	1.27238	0.0624522	0.00506434
0.0698952	1.15727	0.0562782	0.00515838
0.0739481	1.14771	0.057266	0.00526184
0.0780068	1.17532	0.0551603	0.00536645
0.0820291	1.12255	0.0546694	0.00547719
0.0860266	1.1388	0.0535931	0.00558596
0.0900916	1.1513	0.0520008	0.00569822
0.0940693	1.13671	0.0535773	0.0058147
0.0980264	1.21719	0.0523153	0.00592905
0.102003	1.19835	0.0528699	0.00604732
0.106119	1.21512	0.0497849	0.00617261
0.110222	1.2253	0.0514859	0.0063045
0.114234	1.23864	0.0506972	0.00642491
0.118212	1.32982	0.0520292	0.00655432
0.122215	1.38072	0.0521588	0.00668403
0.12626	1.36208	0.0506173	0.00681677
0.130359	1.45381	0.0514544	0.00696012
0.134478	1.35023	0.0489499	0.00709716
0.138483	1.41066	0.0507694	0.00723088
0.1425	1.37246	0.0485045	0.00737137
0.146519	1.49429	0.0504911	0.00750545
0.15059	1.49646	0.0494528	0.00765812
0.154649	1.43077	0.048268	0.00779877
0.158639	1.35318	0.0473198	0.00794036
0.162644	1.30701	0.0447824	0.00808005
0.166671	1.32667	0.045783	0.00823037
0.170708	1.17251	0.0416646	0.00838125
0.174744	1.19536	0.0424164	0.00852352
