GRASP V.6.28    Instrument:  ILL_d22 
  
***** Sample, Backgrounds and Transmissions Data: ***** 
Subtitle:  N117 35C rh          
Start: 18-Oct-11   06:33:07     End: 18-Oct-11   06:33:17   
  
Foreground:  44775 , Loaded: 44754:44813 
Background:  43225 , Loaded: 43225 
Cadmium: No Cadmium Subtraction 
Det: 1 : Applying Deadtime Correction per (vertical) Tube: 1/[1-tau/detector_rate], tau = 2e-006 (seconds) 
Data Normalisation: Standard Monitor (10000000) counts 
Attenuator: 0 is Out.  NO ATTENUATION  
Attenuator: 0 is In. Up-scaling data by 1 
Beam Centre1 :  Cx = 13.9339  Cy = 63.8863       Cm Translation :  Tx = 0  Ty = 0 [mm] 
Transmissions:  Ts = 0.62251 +/- 0.00067316  Te = 0.9557 +/- 0.00090528 
Transmissions Thickness Correction is:  on 
Applying standard SANS data reduction:  I_corr = 1/[Ts Te] [I_s - I_cd]  - 1/[Te] [I_bck - I_cd] 
Data: Corrected for D22 Detector Paralax 
  
***** Calibrations: ***** 
Data: Corrected for Detector Efficiency (doesn't change magnitude but contains curvature correction) 
Data: Divided by Volume 0.1 cm3 
Solid Angle Correction: 
Divide data by empty beam flux, I0, from worksheet: Trans Empty Beam 2 23 
Applying Default Instrument Mask 
Applying User Defined Mask 
Applying NanInf Mask 
Intensity units are:  cm-1 \\ \Delta\Omega  
  
***** Analysis ***** 
Averaging I vs. Q.  Bin size:  1 [Pixel(s)] 
 
 
Mod_Q   	I       	Err_I   	Sigma_Q
 
 
0.0254331	1.84601	0.034708	0.00398908
0.029675	1.79628	0.0222957	0.00411072
0.0336427	1.7934	0.0148533	0.00436436
0.037748	1.75405	0.012598	0.00444781
0.0418263	1.67663	0.0112786	0.00451001
0.0458134	1.61514	0.0112368	0.00458183
0.0498045	1.53909	0.00989933	0.00465398
0.0537968	1.47527	0.00973047	0.00473122
0.0578836	1.41949	0.00947496	0.00485859
0.0618954	1.35623	0.00934749	0.00495852
0.0658586	1.30465	0.00920295	0.00506275
0.0698732	1.24952	0.00848991	0.00515676
0.0739249	1.23751	0.00863114	0.00526019
0.0779823	1.19197	0.00805405	0.00536476
0.0820033	1.20527	0.00821194	0.00547547
0.0859996	1.20104	0.0079915	0.00558421
0.0900633	1.20137	0.007703	0.00569643
0.0940398	1.20011	0.00798941	0.00581288
0.0979956	1.1999	0.00754024	0.00592719
0.101971	1.2455	0.00783298	0.00604542
0.106085	1.27869	0.00742065	0.00617067
0.110187	1.29696	0.00770546	0.00630252
0.114198	1.32379	0.00762419	0.00642289
0.118175	1.36911	0.00770018	0.00655227
0.122176	1.41615	0.00770999	0.00668194
0.12622	1.44752	0.00761928	0.00681463
0.130318	1.49673	0.00763887	0.00695794
0.134436	1.49497	0.00753384	0.00709493
0.138439	1.5083	0.00768614	0.00722861
0.142455	1.50073	0.00742038	0.00736906
0.146473	1.50968	0.00743481	0.0075031
0.150543	1.47089	0.0071719	0.00765572
0.1546	1.42773	0.00704454	0.00779632
0.158589	1.38405	0.00697845	0.00793787
0.162592	1.31667	0.00654156	0.00807751
0.166618	1.26804	0.006505	0.00822778
0.170654	1.20116	0.00611541	0.00837862
