GRASP V.6.28    Instrument:  ILL_d22 
  
***** Sample, Backgrounds and Transmissions Data: ***** 
Subtitle:  N117 35C rh          
Start: 18-Oct-11   06:35:19     End: 18-Oct-11   06:35:29   
  
Foreground:  44788 , Loaded: 44754:44813 
Background:  43225 , Loaded: 43225 
Cadmium: No Cadmium Subtraction 
Det: 1 : Applying Deadtime Correction per (vertical) Tube: 1/[1-tau/detector_rate], tau = 2e-006 (seconds) 
Data Normalisation: Standard Monitor (10000000) counts 
Attenuator: 0 is Out.  NO ATTENUATION  
Attenuator: 0 is In. Up-scaling data by 1 
Beam Centre1 :  Cx = 13.9339  Cy = 63.8863       Cm Translation :  Tx = 0  Ty = 0 [mm] 
Transmissions:  Ts = 0.62251 +/- 0.00067316  Te = 0.9557 +/- 0.00090528 
Transmissions Thickness Correction is:  on 
Applying standard SANS data reduction:  I_corr = 1/[Ts Te] [I_s - I_cd]  - 1/[Te] [I_bck - I_cd] 
Data: Corrected for D22 Detector Paralax 
  
***** Calibrations: ***** 
Data: Corrected for Detector Efficiency (doesn't change magnitude but contains curvature correction) 
Data: Divided by Volume 0.1 cm3 
Solid Angle Correction: 
Divide data by empty beam flux, I0, from worksheet: Trans Empty Beam 2 36 
Applying Default Instrument Mask 
Applying User Defined Mask 
Applying NanInf Mask 
Intensity units are:  cm-1 \\ \Delta\Omega  
  
***** Analysis ***** 
Averaging I vs. Q.  Bin size:  1 [Pixel(s)] 
 
 
Mod_Q   	I       	Err_I   	Sigma_Q
 
 
0.0254241	1.91826	0.0354223	0.00398767
0.0296645	1.80701	0.0223604	0.00410927
0.0336309	1.80577	0.0149027	0.00436281
0.0377347	1.7562	0.0126038	0.00444624
0.0418115	1.68156	0.0112916	0.00450841
0.0457972	1.65558	0.0113838	0.00458022
0.049787	1.56612	0.0099887	0.00465234
0.0537778	1.47677	0.00973379	0.00472955
0.0578631	1.40955	0.0094385	0.00485688
0.0618735	1.36008	0.00935903	0.00495677
0.0658353	1.30551	0.00920398	0.00506096
0.0698486	1.26826	0.00855315	0.00515494
0.0738988	1.23993	0.00863538	0.00525833
0.0779548	1.22562	0.00817099	0.00536287
0.0819744	1.19891	0.00818837	0.00547353
0.0859692	1.21155	0.00802396	0.00558223
0.0900315	1.21456	0.00774331	0.00569442
0.0940066	1.21798	0.00804726	0.00581082
0.097961	1.22612	0.00762298	0.00592509
0.101935	1.24663	0.00783328	0.00604328
0.106048	1.27366	0.00740285	0.00616849
0.110148	1.31766	0.00776826	0.0063003
0.114158	1.34859	0.00769534	0.00642063
0.118133	1.3747	0.00771372	0.00654995
0.122133	1.4143	0.00770218	0.00667958
0.126175	1.44839	0.00761783	0.00681222
0.130272	1.49729	0.00763781	0.00695548
0.134388	1.51205	0.00757688	0.00709243
0.13839	1.53827	0.00776479	0.00722605
0.142405	1.51892	0.00746556	0.00736645
0.146422	1.50888	0.00743032	0.00750045
0.15049	1.49583	0.00723441	0.00765301
0.154546	1.42734	0.00704128	0.00779356
0.158533	1.3858	0.00698058	0.00793506
0.162535	1.3208	0.00654957	0.00807466
0.166559	1.26444	0.00649297	0.00822488
0.170594	1.2072	0.00612997	0.00837566
