GRASP V.6.28    Instrument:  ILL_d22 
  
***** Sample, Backgrounds and Transmissions Data: ***** 
Subtitle:  N117 35C rh          
Start: 18-Oct-11   06:32:16     End: 18-Oct-11   06:32:26   
  
Foreground:  44770 , Loaded: 44754:44813 
Background:  43225 , Loaded: 43225 
Cadmium: No Cadmium Subtraction 
Det: 1 : Applying Deadtime Correction per (vertical) Tube: 1/[1-tau/detector_rate], tau = 2e-006 (seconds) 
Data Normalisation: Standard Monitor (10000000) counts 
Attenuator: 0 is Out.  NO ATTENUATION  
Attenuator: 0 is In. Up-scaling data by 1 
Beam Centre1 :  Cx = 13.9339  Cy = 63.8863       Cm Translation :  Tx = 0  Ty = 0 [mm] 
Transmissions:  Ts = 0.62251 +/- 0.00067316  Te = 0.9557 +/- 0.00090528 
Transmissions Thickness Correction is:  on 
Applying standard SANS data reduction:  I_corr = 1/[Ts Te] [I_s - I_cd]  - 1/[Te] [I_bck - I_cd] 
Data: Corrected for D22 Detector Paralax 
  
***** Calibrations: ***** 
Data: Corrected for Detector Efficiency (doesn't change magnitude but contains curvature correction) 
Data: Divided by Volume 0.1 cm3 
Solid Angle Correction: 
Divide data by empty beam flux, I0, from worksheet: Trans Empty Beam 2 18 
Applying Default Instrument Mask 
Applying User Defined Mask 
Applying NanInf Mask 
Intensity units are:  cm-1 \\ \Delta\Omega  
  
***** Analysis ***** 
Averaging I vs. Q.  Bin size:  1 [Pixel(s)] 
 
 
Mod_Q   	I       	Err_I   	Sigma_Q
 
 
0.0254241	1.8311	0.0345219	0.00398767
0.0296645	1.83071	0.0225146	0.00410927
0.0336309	1.77254	0.0147453	0.00436281
0.0377347	1.74012	0.0125328	0.00444624
0.0418115	1.66625	0.0112286	0.00450841
0.0457972	1.61848	0.0112388	0.00458022
0.049787	1.55005	0.00992714	0.00465234
0.0537778	1.45663	0.00965616	0.00472955
0.0578631	1.39679	0.00938624	0.00485688
0.0618735	1.34374	0.00929609	0.00495677
0.0658353	1.29771	0.00916982	0.00506096
0.0698486	1.25545	0.00850312	0.00515494
0.0738988	1.22145	0.00856382	0.00525833
0.0779548	1.2079	0.00810444	0.00536287
0.0819744	1.17743	0.00810618	0.00547353
0.0859692	1.18199	0.0079159	0.00558223
0.0900315	1.19392	0.0076719	0.00569442
0.0940066	1.20418	0.00799565	0.00581082
0.097961	1.21046	0.0075669	0.00592509
0.101935	1.22571	0.0077611	0.00604328
0.106048	1.26144	0.00736223	0.00616849
0.110148	1.29812	0.00770189	0.0063003
0.114158	1.32418	0.00761754	0.00642063
0.118133	1.35279	0.00764424	0.00654995
0.122133	1.39209	0.00763403	0.00667958
0.126175	1.43907	0.00758795	0.00681222
0.130272	1.48807	0.00760851	0.00695548
0.134388	1.4894	0.00751286	0.00709243
0.13839	1.50131	0.00766037	0.00722605
0.142405	1.50121	0.00741502	0.00736645
0.146422	1.51076	0.00743142	0.00750045
0.15049	1.47312	0.00717205	0.00765301
0.154546	1.45539	0.00710916	0.00779356
0.158533	1.38058	0.00696339	0.00793506
0.162535	1.33268	0.0065777	0.00807466
0.166559	1.26844	0.00650107	0.00822488
0.170594	1.2091	0.0061311	0.00837566
