GRASP V.6.28    Instrument:  ILL_d22 
  
***** Sample, Backgrounds and Transmissions Data: ***** 
Subtitle:  N117 35C rh          
Start: 18-Oct-11   06:37:32     End: 18-Oct-11   06:37:42   
  
Foreground:  44801 , Loaded: 44754:44813 
Background:  43225 , Loaded: 43225 
Cadmium: No Cadmium Subtraction 
Det: 1 : Applying Deadtime Correction per (vertical) Tube: 1/[1-tau/detector_rate], tau = 2e-006 (seconds) 
Data Normalisation: Standard Monitor (10000000) counts 
Attenuator: 0 is Out.  NO ATTENUATION  
Attenuator: 0 is In. Up-scaling data by 1 
Beam Centre1 :  Cx = 13.9339  Cy = 63.8863       Cm Translation :  Tx = 0  Ty = 0 [mm] 
Transmissions:  Ts = 0.62251 +/- 0.00067316  Te = 0.9557 +/- 0.00090528 
Transmissions Thickness Correction is:  on 
Applying standard SANS data reduction:  I_corr = 1/[Ts Te] [I_s - I_cd]  - 1/[Te] [I_bck - I_cd] 
Data: Corrected for D22 Detector Paralax 
  
***** Calibrations: ***** 
Data: Corrected for Detector Efficiency (doesn't change magnitude but contains curvature correction) 
Data: Divided by Volume 0.1 cm3 
Solid Angle Correction: 
Divide data by empty beam flux, I0, from worksheet: Trans Empty Beam 2 49 
Applying Default Instrument Mask 
Applying User Defined Mask 
Applying NanInf Mask 
Intensity units are:  cm-1 \\ \Delta\Omega  
  
***** Analysis ***** 
Averaging I vs. Q.  Bin size:  1 [Pixel(s)] 
 
 
Mod_Q   	I       	Err_I   	Sigma_Q
 
 
0.0254321	1.86588	0.034901	0.00398892
0.0296738	1.81519	0.0224135	0.00411056
0.0336414	1.83803	0.0150518	0.00436419
0.0377465	1.76272	0.0126281	0.00444764
0.0418247	1.71387	0.0114084	0.00450983
0.0458116	1.6272	0.0112796	0.00458165
0.0498026	1.57056	0.0100049	0.0046538
0.0537947	1.49166	0.00978717	0.00473103
0.0578813	1.40713	0.00943071	0.0048584
0.061893	1.36413	0.00937493	0.00495833
0.065856	1.30455	0.00920278	0.00506255
0.0698705	1.27504	0.0085787	0.00515656
0.073922	1.23012	0.00860245	0.00525998
0.0779792	1.20873	0.00811292	0.00536455
0.0820001	1.22105	0.00826744	0.00547525
0.0859962	1.19475	0.00796673	0.00558399
0.0900598	1.21201	0.0077377	0.00569621
0.0940361	1.21459	0.00803733	0.00581265
0.0979918	1.23894	0.00766561	0.00592695
0.101967	1.25411	0.00786065	0.00604518
0.106081	1.27462	0.00740616	0.00617043
0.110183	1.32825	0.00780023	0.00630227
0.114194	1.35003	0.00770143	0.00642264
0.11817	1.38029	0.00773129	0.00655201
0.122172	1.43018	0.0077503	0.00668167
0.126215	1.45786	0.00764705	0.00681436
0.130313	1.47834	0.00758696	0.00695767
0.13443	1.51695	0.00759001	0.00709465
0.138434	1.52287	0.00772334	0.00722832
0.14245	1.53066	0.00749817	0.00736877
0.146468	1.51716	0.00745368	0.0075028
0.150537	1.47515	0.007182	0.00765542
0.154594	1.45073	0.00710319	0.00779601
0.158583	1.37849	0.0069616	0.00793756
0.162586	1.30976	0.00652341	0.00807719
0.166612	1.25953	0.0064821	0.00822746
0.170648	1.19738	0.00610482	0.00837829
