GRASP V.6.28    Instrument:  ILL_d22 
  
***** Sample, Backgrounds and Transmissions Data: ***** 
Subtitle:  N117 35C rh          
Start: 18-Oct-11   06:30:54     End: 18-Oct-11   06:31:04   
  
Foreground:  44762 , Loaded: 44754:44813 
Background:  43225 , Loaded: 43225 
Cadmium: No Cadmium Subtraction 
Det: 1 : Applying Deadtime Correction per (vertical) Tube: 1/[1-tau/detector_rate], tau = 2e-006 (seconds) 
Data Normalisation: Standard Monitor (10000000) counts 
Attenuator: 0 is Out.  NO ATTENUATION  
Attenuator: 0 is In. Up-scaling data by 1 
Beam Centre1 :  Cx = 13.9339  Cy = 63.8863       Cm Translation :  Tx = 0  Ty = 0 [mm] 
Transmissions:  Ts = 0.62251 +/- 0.00067316  Te = 0.9557 +/- 0.00090528 
Transmissions Thickness Correction is:  on 
Applying standard SANS data reduction:  I_corr = 1/[Ts Te] [I_s - I_cd]  - 1/[Te] [I_bck - I_cd] 
Data: Corrected for D22 Detector Paralax 
  
***** Calibrations: ***** 
Data: Corrected for Detector Efficiency (doesn't change magnitude but contains curvature correction) 
Data: Divided by Volume 0.1 cm3 
Solid Angle Correction: 
Divide data by empty beam flux, I0, from worksheet: Trans Empty Beam 2 10 
Applying Default Instrument Mask 
Applying User Defined Mask 
Applying NanInf Mask 
Intensity units are:  cm-1 \\ \Delta\Omega  
  
***** Analysis ***** 
Averaging I vs. Q.  Bin size:  1 [Pixel(s)] 
 
 
Mod_Q   	I       	Err_I   	Sigma_Q
 
 
0.0254331	1.86846	0.03494	0.00398908
0.029675	1.78364	0.022212	0.00411072
0.0336427	1.78756	0.0148301	0.00436436
0.037748	1.73019	0.0125087	0.00444781
0.0418263	1.66353	0.0112321	0.00451001
0.0458134	1.58728	0.011136	0.00458183
0.0498045	1.53865	0.00990015	0.00465398
0.0537968	1.4579	0.00967116	0.00473122
0.0578836	1.38245	0.00934744	0.00485859
0.0618954	1.34019	0.00929189	0.00495852
0.0658586	1.29682	0.00917659	0.00506275
0.0698732	1.25325	0.00850303	0.00515676
0.0739249	1.2303	0.00860603	0.00526019
0.0779823	1.20124	0.00808918	0.00536476
0.0820033	1.17395	0.00810235	0.00547547
0.0859996	1.17266	0.00789415	0.00558421
0.0900633	1.19425	0.00768112	0.00569643
0.0940398	1.19173	0.00796095	0.00581288
0.0979956	1.2043	0.00755574	0.00592719
0.101971	1.21996	0.00775028	0.00604542
0.106085	1.25137	0.00733927	0.00617067
0.110187	1.27618	0.00764009	0.00630252
0.114198	1.30731	0.00757516	0.00642289
0.118175	1.35257	0.00765159	0.00655227
0.122176	1.37197	0.00758257	0.00668194
0.12622	1.42238	0.00754923	0.00681463
0.130318	1.45736	0.00753364	0.00695794
0.134436	1.47239	0.00747519	0.00709493
0.138439	1.5131	0.00770067	0.00722861
0.142455	1.49779	0.00741494	0.00736906
0.146473	1.49054	0.00738553	0.0075031
0.150543	1.46303	0.00715374	0.00765572
0.1546	1.44411	0.00708862	0.00779632
0.158589	1.38952	0.00699431	0.00793787
0.162592	1.33137	0.00658137	0.00807751
0.166618	1.27719	0.00653129	0.00822778
0.170654	1.2094	0.00613893	0.00837862
