GRASP V.6.28    Instrument:  ILL_d22 
  
***** Sample, Backgrounds and Transmissions Data: ***** 
Subtitle:  N117 35C rh          
Start: 18-Oct-11   06:28:01     End: 18-Oct-11   06:29:24   
  
Foreground:  44753 , Loaded: 44753 
Background:  43225 , Loaded: 43225 
Cadmium: No Cadmium Subtraction 
Det: 1 : Applying Deadtime Correction per (vertical) Tube: 1/[1-tau/detector_rate], tau = 2e-006 (seconds) 
Data Normalisation: Standard Monitor (10000000) counts 
Attenuator: 0 is Out.  NO ATTENUATION  
Attenuator: 0 is In. Up-scaling data by 1 
Beam Centre1 :  Cx = 13.9339  Cy = 63.8863       Cm Translation :  Tx = 0  Ty = 0 [mm] 
Transmissions:  Ts = 0.62251 +/- 0.00067316  Te = 0.9557 +/- 0.00090528 
Transmissions Thickness Correction is:  on 
Applying standard SANS data reduction:  I_corr = 1/[Ts Te] [I_s - I_cd]  - 1/[Te] [I_bck - I_cd] 
Data: Corrected for D22 Detector Paralax 
  
***** Calibrations: ***** 
Data: Corrected for Detector Efficiency (doesn't change magnitude but contains curvature correction) 
Data: Divided by Volume 0.1 cm3 
Solid Angle Correction: 
Divide data by empty beam flux, I0, from worksheet: Trans Empty Beam 1 221 
Applying Default Instrument Mask 
Applying User Defined Mask 
Applying NanInf Mask 
Intensity units are:  cm-1 \\ \Delta\Omega  
  
***** Analysis ***** 
Averaging I vs. Q.  Bin size:  1 [Pixel(s)] 
 
 
Mod_Q   	I       	Err_I   	Sigma_Q
 
 
0.0254411	2.11684	0.248274	0.00399033
0.0296843	1.71016	0.145861	0.00411202
0.0336533	1.72266	0.0977138	0.00436573
0.0377599	1.63826	0.0817686	0.00444921
0.0418395	1.5329	0.0726541	0.00451142
0.0458278	1.52625	0.0736641	0.00458327
0.0498202	1.55559	0.0671429	0.00465544
0.0538137	1.3089	0.0620874	0.0047327
0.0579017	1.4404	0.0646779	0.00486012
0.0619148	1.42942	0.0651068	0.00496008
0.0658792	1.2657	0.0616473	0.00506434
0.0698952	1.2127	0.0569736	0.00515838
0.0739481	1.27827	0.0596792	0.00526184
0.0780068	1.14171	0.0538008	0.00536645
0.0820291	1.0592	0.0526232	0.00547719
0.0860266	1.20446	0.0545402	0.00558596
0.0900916	1.1367	0.0511199	0.00569822
0.0940693	1.16453	0.0536375	0.0058147
0.0980264	1.1081	0.0494659	0.00592905
0.102003	1.16356	0.0516158	0.00604732
0.106119	1.23933	0.0496995	0.00617261
0.110222	1.18281	0.0500852	0.0063045
0.114234	1.24936	0.0503726	0.00642491
0.118212	1.25954	0.0501948	0.00655432
0.122215	1.36247	0.0512802	0.00668403
0.12626	1.31139	0.0491355	0.00681677
0.130359	1.42721	0.0504473	0.00696012
0.134478	1.36186	0.0486722	0.00709716
0.138483	1.3932	0.0499723	0.00723088
0.1425	1.37725	0.0480815	0.00737137
0.146519	1.41508	0.0486734	0.00750545
0.15059	1.36065	0.0467181	0.00765812
0.154649	1.32154	0.0459543	0.00779877
0.158639	1.3439	0.0466541	0.00794036
0.162644	1.30753	0.0443589	0.00808005
0.166671	1.27366	0.044379	0.00823037
0.170708	1.17536	0.0412554	0.00838125
