GRASP V.6.28    Instrument:  ILL_d22 
  
***** Sample, Backgrounds and Transmissions Data: ***** 
Subtitle:  N117 35C rh          
Start: 18-Oct-11   06:31:45     End: 18-Oct-11   06:31:55   
  
Foreground:  44767 , Loaded: 44754:44813 
Background:  43225 , Loaded: 43225 
Cadmium: No Cadmium Subtraction 
Det: 1 : Applying Deadtime Correction per (vertical) Tube: 1/[1-tau/detector_rate], tau = 2e-006 (seconds) 
Data Normalisation: Standard Monitor (10000000) counts 
Attenuator: 0 is Out.  NO ATTENUATION  
Attenuator: 0 is In. Up-scaling data by 1 
Beam Centre1 :  Cx = 13.9339  Cy = 63.8863       Cm Translation :  Tx = 0  Ty = 0 [mm] 
Transmissions:  Ts = 0.62251 +/- 0.00067316  Te = 0.9557 +/- 0.00090528 
Transmissions Thickness Correction is:  on 
Applying standard SANS data reduction:  I_corr = 1/[Ts Te] [I_s - I_cd]  - 1/[Te] [I_bck - I_cd] 
Data: Corrected for D22 Detector Paralax 
  
***** Calibrations: ***** 
Data: Corrected for Detector Efficiency (doesn't change magnitude but contains curvature correction) 
Data: Divided by Volume 0.1 cm3 
Solid Angle Correction: 
Divide data by empty beam flux, I0, from worksheet: Trans Empty Beam 2 15 
Applying Default Instrument Mask 
Applying User Defined Mask 
Applying NanInf Mask 
Intensity units are:  cm-1 \\ \Delta\Omega  
  
***** Analysis ***** 
Averaging I vs. Q.  Bin size:  1 [Pixel(s)] 
 
 
Mod_Q   	I       	Err_I   	Sigma_Q
 
 
0.0254271	1.8417	0.0346735	0.00398814
0.029668	1.77056	0.0221272	0.00410976
0.0336348	1.77737	0.0147861	0.00436333
0.0377391	1.75251	0.0125964	0.00444677
0.0418165	1.68233	0.0113011	0.00450894
0.0458026	1.60437	0.0112017	0.00458076
0.0497928	1.5265	0.0098584	0.00465288
0.0537841	1.4623	0.00968911	0.0047301
0.0578699	1.39834	0.00940164	0.00485745
0.0618808	1.34809	0.00932179	0.00495735
0.0658431	1.31069	0.00922818	0.00506156
0.0698568	1.25112	0.00849792	0.00515555
0.0739075	1.22242	0.00857695	0.00525895
0.0779639	1.19856	0.00808142	0.0053635
0.081984	1.18939	0.0081587	0.00547418
0.0859793	1.197	0.00797951	0.00558289
0.0900421	1.18452	0.00764838	0.00569509
0.0940176	1.20003	0.00799105	0.00581151
0.0979726	1.20444	0.00755658	0.00592579
0.101947	1.23468	0.00779996	0.00604399
0.10606	1.25121	0.00733923	0.00616922
0.110161	1.30133	0.00772011	0.00630104
0.114171	1.32043	0.00761471	0.00642138
0.118147	1.35913	0.00767172	0.00655072
0.122148	1.39142	0.00764128	0.00668036
0.12619	1.41462	0.00752898	0.00681303
0.130287	1.4662	0.00755709	0.0069563
0.134404	1.49753	0.0075437	0.00709326
0.138407	1.50309	0.00767499	0.00722691
0.142422	1.50808	0.00744153	0.00736732
0.146439	1.49059	0.00738735	0.00750133
0.150508	1.47387	0.00718226	0.00765391
0.154564	1.43473	0.00706484	0.00779448
0.158552	1.38554	0.00698508	0.007936
0.162554	1.32422	0.00656463	0.00807561
0.166579	1.27209	0.00651895	0.00822584
0.170614	1.19941	0.00611368	0.00837665
