GRASP V.6.28    Instrument:  ILL_d22 
  
***** Sample, Backgrounds and Transmissions Data: ***** 
Subtitle:  N117 35C rh          
Start: 18-Oct-11   06:28:01     End: 18-Oct-11   06:29:24   
  
Foreground:  44753 , Loaded: 44753 
Background:  43225 , Loaded: 43225 
Cadmium: No Cadmium Subtraction 
Det: 1 : Applying Deadtime Correction per (vertical) Tube: 1/[1-tau/detector_rate], tau = 2e-006 (seconds) 
Data Normalisation: Standard Monitor (10000000) counts 
Attenuator: 0 is Out.  NO ATTENUATION  
Attenuator: 0 is In. Up-scaling data by 1 
Beam Centre1 :  Cx = 13.9339  Cy = 63.8863       Cm Translation :  Tx = 0  Ty = 0 [mm] 
Transmissions:  Ts = 0.62251 +/- 0.00067316  Te = 0.9557 +/- 0.00090528 
Transmissions Thickness Correction is:  on 
Applying standard SANS data reduction:  I_corr = 1/[Ts Te] [I_s - I_cd]  - 1/[Te] [I_bck - I_cd] 
Data: Corrected for D22 Detector Paralax 
  
***** Calibrations: ***** 
Data: Corrected for Detector Efficiency (doesn't change magnitude but contains curvature correction) 
Data: Divided by Volume 0.1 cm3 
Solid Angle Correction: 
Divide data by empty beam flux, I0, from worksheet: Trans Empty Beam 1 36 
Applying Default Instrument Mask 
Applying User Defined Mask 
Applying NanInf Mask 
Intensity units are:  cm-1 \\ \Delta\Omega  
  
***** Analysis ***** 
Averaging I vs. Q.  Bin size:  1 [Pixel(s)] 
 
 
Mod_Q   	I       	Err_I   	Sigma_Q
 
 
0.0254411	0.964204	0.170563	0.00399033
0.0296843	1.42149	0.13391	0.00411202
0.0336533	1.40659	0.0889053	0.00436573
0.0377599	1.27567	0.0727929	0.00444921
0.0418395	1.31813	0.0678207	0.00451142
0.0458278	1.26169	0.0675429	0.00458327
0.0498202	1.31103	0.0621796	0.00465544
0.0538137	1.19456	0.0597305	0.0047327
0.0579017	1.14804	0.0582924	0.00486012
0.0619148	1.18943	0.0598659	0.00496008
0.0658792	1.07648	0.0573656	0.00506434
0.0698952	1.05243	0.053512	0.00515838
0.0739481	1.055	0.0547295	0.00526184
0.0780068	1.07995	0.0527035	0.00536645
0.0820291	1.03261	0.0522547	0.00547719
0.0860266	1.01709	0.0505714	0.00558596
0.0900916	1.14887	0.0516974	0.00569822
0.0940693	1.05183	0.0514446	0.0058147
0.0980264	1.0011	0.0473775	0.00592905
0.102003	0.968929	0.0474572	0.00604732
0.106119	1.1131	0.047477	0.00617261
0.110222	1.07213	0.0480697	0.0063045
0.114234	1.08197	0.0472655	0.00642491
0.118212	1.16794	0.0486457	0.00655432
0.122215	1.08396	0.0461349	0.00668403
0.12626	1.13903	0.0461472	0.00681677
0.130359	1.14699	0.0456353	0.00696012
0.134478	1.17137	0.0455242	0.00709716
0.138483	1.19768	0.0467143	0.00723088
0.1425	1.15656	0.0444866	0.00737137
0.146519	1.22711	0.0456557	0.00750545
0.15059	1.22819	0.0447232	0.00765812
0.154649	1.33952	0.0465378	0.00779877
0.158639	1.28862	0.0460067	0.00794036
0.162644	1.24684	0.0435773	0.00808005
0.166671	1.26036	0.0444127	0.00823037
0.170708	1.16903	0.0414232	0.00838125
0.174744	1.24588	0.0430986	0.00852352
