GRASP V.6.28    Instrument:  ILL_d22 
  
***** Sample, Backgrounds and Transmissions Data: ***** 
Subtitle:  N117 35C rh          
Start: 18-Oct-11   06:43:45     End: 18-Oct-11   06:44:45   
  
Foreground:  44818 , Loaded: 44814:44822 
Background:  43225 , Loaded: 43225 
Cadmium: No Cadmium Subtraction 
Det: 1 : Applying Deadtime Correction per (vertical) Tube: 1/[1-tau/detector_rate], tau = 2e-006 (seconds) 
Data Normalisation: Standard Monitor (10000000) counts 
Attenuator: 0 is Out.  NO ATTENUATION  
Attenuator: 0 is In. Up-scaling data by 1 
Beam Centre1 :  Cx = 13.9339  Cy = 63.8863       Cm Translation :  Tx = 0  Ty = 0 [mm] 
Transmissions:  Ts = 0.62251 +/- 0.00067316  Te = 0.9557 +/- 0.00090528 
Transmissions Thickness Correction is:  on 
Applying standard SANS data reduction:  I_corr = 1/[Ts Te] [I_s - I_cd]  - 1/[Te] [I_bck - I_cd] 
Data: Corrected for D22 Detector Paralax 
  
***** Calibrations: ***** 
Data: Corrected for Detector Efficiency (doesn't change magnitude but contains curvature correction) 
Data: Divided by Volume 0.1 cm3 
Solid Angle Correction: 
Divide data by empty beam flux, I0, from worksheet: Trans Empty Beam 3 6 
Applying Default Instrument Mask 
Applying User Defined Mask 
Applying NanInf Mask 
Intensity units are:  cm-1 \\ \Delta\Omega  
  
***** Analysis ***** 
Averaging I vs. Q.  Bin size:  1 [Pixel(s)] 
 
 
Mod_Q   	I       	Err_I   	Sigma_Q
 
 
0.0254411	1.89105	0.0178046	0.00399033
0.0296843	1.85983	0.0114759	0.00411202
0.0336533	1.84024	0.00759952	0.00436573
0.0377599	1.77903	0.00637157	0.00444921
0.0418395	1.72079	0.00570841	0.00451142
0.0458278	1.65292	0.00564713	0.00458327
0.0498202	1.56796	0.00492419	0.00465544
0.0538137	1.49815	0.00480333	0.0047327
0.0579017	1.4248	0.00461461	0.00486012
0.0619148	1.37375	0.00455318	0.00496008
0.0658792	1.32037	0.00445709	0.00506434
0.0698952	1.27586	0.00411228	0.00515838
0.0739481	1.24253	0.00412965	0.00526184
0.0780068	1.22987	0.00390551	0.00536645
0.0820291	1.22113	0.00394189	0.00547719
0.0860266	1.21949	0.00383825	0.00558596
0.0900916	1.22002	0.00370146	0.00569822
0.0940693	1.23635	0.00387409	0.0058147
0.0980264	1.24511	0.00367179	0.00592905
0.102003	1.27118	0.00379296	0.00604732
0.106119	1.29836	0.00359385	0.00617261
0.110222	1.33262	0.00376756	0.0063045
0.114234	1.37095	0.00375445	0.00642491
0.118212	1.41362	0.00380483	0.00655432
0.122215	1.44618	0.00379862	0.00668403
0.12626	1.48228	0.00377117	0.00681677
0.130359	1.51868	0.00377761	0.00696012
0.134478	1.53068	0.00374554	0.00709716
0.138483	1.54526	0.00382863	0.00723088
0.1425	1.5298	0.00368114	0.00737137
0.146519	1.52166	0.00366277	0.00750545
0.15059	1.4884	0.00352871	0.00765812
0.154649	1.44321	0.00344966	0.00779877
0.158639	1.38193	0.00337378	0.00794036
0.162644	1.31656	0.00314562	0.00808005
0.166671	1.25062	0.00308402	0.00823037
0.170708	1.19659	0.00289927	0.00838125
