GRASP V.6.28    Instrument:  ILL_d22 
  
***** Sample, Backgrounds and Transmissions Data: ***** 
Subtitle:  N117 35C rh          
Start: 18-Oct-11   06:34:59     End: 18-Oct-11   06:35:09   
  
Foreground:  44786 , Loaded: 44754:44813 
Background:  43225 , Loaded: 43225 
Cadmium: No Cadmium Subtraction 
Det: 1 : Applying Deadtime Correction per (vertical) Tube: 1/[1-tau/detector_rate], tau = 2e-006 (seconds) 
Data Normalisation: Standard Monitor (10000000) counts 
Attenuator: 0 is Out.  NO ATTENUATION  
Attenuator: 0 is In. Up-scaling data by 1 
Beam Centre1 :  Cx = 13.9339  Cy = 63.8863       Cm Translation :  Tx = 0  Ty = 0 [mm] 
Transmissions:  Ts = 0.62251 +/- 0.00067316  Te = 0.9557 +/- 0.00090528 
Transmissions Thickness Correction is:  on 
Applying standard SANS data reduction:  I_corr = 1/[Ts Te] [I_s - I_cd]  - 1/[Te] [I_bck - I_cd] 
Data: Corrected for D22 Detector Paralax 
  
***** Calibrations: ***** 
Data: Corrected for Detector Efficiency (doesn't change magnitude but contains curvature correction) 
Data: Divided by Volume 0.1 cm3 
Solid Angle Correction: 
Divide data by empty beam flux, I0, from worksheet: Trans Empty Beam 2 34 
Applying Default Instrument Mask 
Applying User Defined Mask 
Applying NanInf Mask 
Intensity units are:  cm-1 \\ \Delta\Omega  
  
***** Analysis ***** 
Averaging I vs. Q.  Bin size:  1 [Pixel(s)] 
 
 
Mod_Q   	I       	Err_I   	Sigma_Q
 
 
0.0254241	1.87992	0.0350363	0.00398767
0.0296645	1.83789	0.0225653	0.00410927
0.0336309	1.8399	0.0150502	0.00436281
0.0377347	1.76314	0.012625	0.00444624
0.0418115	1.69557	0.0113374	0.00450841
0.0457972	1.6281	0.011279	0.00458022
0.049787	1.55301	0.00993974	0.00465234
0.0537778	1.4679	0.00969928	0.00472955
0.0578631	1.41274	0.00944593	0.00485688
0.0618735	1.36305	0.00936741	0.00495677
0.0658353	1.29871	0.00917573	0.00506096
0.0698486	1.26539	0.0085403	0.00515494
0.0738988	1.24362	0.00864688	0.00525833
0.0779548	1.20955	0.0081124	0.00536287
0.0819744	1.20055	0.00819044	0.00547353
0.0859692	1.19769	0.00797402	0.00558223
0.0900315	1.20207	0.00770083	0.00569442
0.0940066	1.2167	0.00804047	0.00581082
0.097961	1.21359	0.00757905	0.00592509
0.101935	1.24019	0.00781135	0.00604328
0.106048	1.28266	0.00742775	0.00616849
0.110148	1.31527	0.00775817	0.0063003
0.114158	1.33944	0.00766654	0.00642063
0.118133	1.37444	0.00771043	0.00654995
0.122133	1.42307	0.00772409	0.00667958
0.126175	1.45097	0.00762366	0.00681222
0.130272	1.48377	0.00759923	0.00695548
0.134388	1.5084	0.00756443	0.00709243
0.13839	1.50967	0.00768558	0.00722605
0.142405	1.50595	0.00742939	0.00736645
0.146422	1.50048	0.00740676	0.00750045
0.15049	1.47915	0.00718936	0.00765301
0.154546	1.43899	0.00706972	0.00779356
0.158533	1.38613	0.00697952	0.00793506
0.162535	1.32611	0.00656277	0.00807466
0.166559	1.26468	0.0064921	0.00822488
0.170594	1.19265	0.00608951	0.00837566
