GRASP V.6.28    Instrument:  ILL_d22 
  
***** Sample, Backgrounds and Transmissions Data: ***** 
Subtitle:  N117 35C rh          
Start: 18-Oct-11   06:28:01     End: 18-Oct-11   06:29:24   
  
Foreground:  44753 , Loaded: 44753 
Background:  43225 , Loaded: 43225 
Cadmium: No Cadmium Subtraction 
Det: 1 : Applying Deadtime Correction per (vertical) Tube: 1/[1-tau/detector_rate], tau = 2e-006 (seconds) 
Data Normalisation: Standard Monitor (10000000) counts 
Attenuator: 0 is Out.  NO ATTENUATION  
Attenuator: 0 is In. Up-scaling data by 1 
Beam Centre1 :  Cx = 13.9339  Cy = 63.8863       Cm Translation :  Tx = 0  Ty = 0 [mm] 
Transmissions:  Ts = 0.62251 +/- 0.00067316  Te = 0.9557 +/- 0.00090528 
Transmissions Thickness Correction is:  on 
Applying standard SANS data reduction:  I_corr = 1/[Ts Te] [I_s - I_cd]  - 1/[Te] [I_bck - I_cd] 
Data: Corrected for D22 Detector Paralax 
  
***** Calibrations: ***** 
Data: Corrected for Detector Efficiency (doesn't change magnitude but contains curvature correction) 
Data: Divided by Volume 0.1 cm3 
Solid Angle Correction: 
Divide data by empty beam flux, I0, from worksheet: Trans Empty Beam 1 11 
Applying Default Instrument Mask 
Applying User Defined Mask 
Applying NanInf Mask 
Intensity units are:  cm-1 \\ \Delta\Omega  
  
***** Analysis ***** 
Averaging I vs. Q.  Bin size:  1 [Pixel(s)] 
 
 
Mod_Q   	I       	Err_I   	Sigma_Q
 
 
0.0254411	1.05355	0.178207	0.00399033
0.0296843	1.16736	0.122425	0.00411202
0.0336533	0.993111	0.0753402	0.00436573
0.0377599	0.998935	0.0648153	0.00444921
0.0418395	0.881535	0.0559306	0.00451142
0.0458278	1.08989	0.0631039	0.00458327
0.0498202	1.03579	0.0555909	0.00465544
0.0538137	1.01628	0.0554056	0.0047327
0.0579017	1.10285	0.0572564	0.00486012
0.0619148	0.957504	0.0540958	0.00496008
0.0658792	0.9585	0.0543131	0.00506434
0.0698952	1.02574	0.0529733	0.00515838
0.0739481	0.84267	0.0492236	0.00526184
0.0780068	0.938621	0.0493213	0.00536645
0.0820291	0.909366	0.0492576	0.00547719
0.0860266	0.972252	0.0495705	0.00558596
0.0900916	0.945977	0.0471583	0.00569822
0.0940693	0.891002	0.0475926	0.0058147
0.0980264	0.931973	0.0458195	0.00592905
0.102003	0.848371	0.0446321	0.00604732
0.106119	0.967826	0.0444471	0.00617261
0.110222	0.912023	0.0445582	0.0063045
0.114234	0.941419	0.0442589	0.00642491
0.118212	0.904864	0.0430797	0.00655432
0.122215	0.899454	0.0423183	0.00668403
0.12626	0.909646	0.0414771	0.00681677
0.130359	0.908939	0.0408361	0.00696012
0.134478	0.977458	0.0418027	0.00709716
0.138483	0.922233	0.0412715	0.00723088
0.1425	0.971802	0.0409723	0.00737137
0.146519	1.03199	0.0420902	0.00750545
0.15059	1.0106	0.0407526	0.00765812
0.154649	1.09779	0.0423361	0.00779877
0.158639	1.05716	0.0418713	0.00794036
0.162644	1.04888	0.0401237	0.00808005
0.166671	1.03309	0.0404221	0.00823037
0.170708	1.05212	0.0394299	0.00838125
