GRASP V.6.28    Instrument:  ILL_d22 
  
***** Sample, Backgrounds and Transmissions Data: ***** 
Subtitle:  N117 35C rh          
Start: 18-Oct-11   06:28:01     End: 18-Oct-11   06:29:24   
  
Foreground:  44753 , Loaded: 44753 
Background:  43225 , Loaded: 43225 
Cadmium: No Cadmium Subtraction 
Det: 1 : Applying Deadtime Correction per (vertical) Tube: 1/[1-tau/detector_rate], tau = 2e-006 (seconds) 
Data Normalisation: Standard Monitor (10000000) counts 
Attenuator: 0 is Out.  NO ATTENUATION  
Attenuator: 0 is In. Up-scaling data by 1 
Beam Centre1 :  Cx = 13.9339  Cy = 63.8863       Cm Translation :  Tx = 0  Ty = 0 [mm] 
Transmissions:  Ts = 0.62251 +/- 0.00067316  Te = 0.9557 +/- 0.00090528 
Transmissions Thickness Correction is:  on 
Applying standard SANS data reduction:  I_corr = 1/[Ts Te] [I_s - I_cd]  - 1/[Te] [I_bck - I_cd] 
Data: Corrected for D22 Detector Paralax 
  
***** Calibrations: ***** 
Data: Corrected for Detector Efficiency (doesn't change magnitude but contains curvature correction) 
Data: Divided by Volume 0.1 cm3 
Solid Angle Correction: 
Divide data by empty beam flux, I0, from worksheet: Trans Empty Beam 1 91 
Applying Default Instrument Mask 
Applying User Defined Mask 
Applying NanInf Mask 
Intensity units are:  cm-1 \\ \Delta\Omega  
  
***** Analysis ***** 
Averaging I vs. Q.  Bin size:  1 [Pixel(s)] 
 
 
Mod_Q   	I       	Err_I   	Sigma_Q
 
 
0.0254411	1.81835	0.233139	0.00399033
0.0296843	1.59891	0.142616	0.00411202
0.0336533	1.69816	0.0980105	0.00436573
0.0377599	1.49424	0.0791791	0.00444921
0.0418395	1.57438	0.0744084	0.00451142
0.0458278	1.55493	0.0751816	0.00458327
0.0498202	1.47525	0.0662632	0.00465544
0.0538137	1.35981	0.0640213	0.0047327
0.0579017	1.23379	0.0607091	0.00486012
0.0619148	1.26937	0.0621673	0.00496008
0.0658792	1.31633	0.0636163	0.00506434
0.0698952	1.22629	0.0579497	0.00515838
0.0739481	1.21738	0.0590118	0.00526184
0.0780068	1.11506	0.053827	0.00536645
0.0820291	1.12098	0.0546544	0.00547719
0.0860266	1.18309	0.0547165	0.00558596
0.0900916	1.09118	0.0507435	0.00569822
0.0940693	1.06306	0.051973	0.0058147
0.0980264	1.13114	0.0505542	0.00592905
0.102003	1.12253	0.0513413	0.00604732
0.106119	1.16171	0.0487448	0.00617261
0.110222	1.21605	0.0513221	0.0063045
0.114234	1.19869	0.0499371	0.00642491
0.118212	1.23356	0.0502452	0.00655432
0.122215	1.2457	0.049665	0.00668403
0.12626	1.26635	0.0489055	0.00681677
0.130359	1.39824	0.0505053	0.00696012
0.134478	1.38668	0.0496543	0.00709716
0.138483	1.32701	0.0493725	0.00723088
0.1425	1.30454	0.0473564	0.00737137
0.146519	1.3867	0.0487685	0.00750545
0.15059	1.45883	0.0489257	0.00765812
0.154649	1.42803	0.0482858	0.00779877
0.158639	1.34295	0.0471882	0.00794036
0.162644	1.29038	0.0445244	0.00808005
0.166671	1.2856	0.0450675	0.00823037
0.170708	1.19744	0.0421279	0.00838125
0.174744	1.16114	0.0418371	0.00852352
