GRASP V.6.28    Instrument:  ILL_d22 
  
***** Sample, Backgrounds and Transmissions Data: ***** 
Subtitle:  N117 35C rh          
Start: 18-Oct-11   06:28:01     End: 18-Oct-11   06:29:24   
  
Foreground:  44753 , Loaded: 44753 
Background:  43225 , Loaded: 43225 
Cadmium: No Cadmium Subtraction 
Det: 1 : Applying Deadtime Correction per (vertical) Tube: 1/[1-tau/detector_rate], tau = 2e-006 (seconds) 
Data Normalisation: Standard Monitor (10000000) counts 
Attenuator: 0 is Out.  NO ATTENUATION  
Attenuator: 0 is In. Up-scaling data by 1 
Beam Centre1 :  Cx = 13.9339  Cy = 63.8863       Cm Translation :  Tx = 0  Ty = 0 [mm] 
Transmissions:  Ts = 0.62251 +/- 0.00067316  Te = 0.9557 +/- 0.00090528 
Transmissions Thickness Correction is:  on 
Applying standard SANS data reduction:  I_corr = 1/[Ts Te] [I_s - I_cd]  - 1/[Te] [I_bck - I_cd] 
Data: Corrected for D22 Detector Paralax 
  
***** Calibrations: ***** 
Data: Corrected for Detector Efficiency (doesn't change magnitude but contains curvature correction) 
Data: Divided by Volume 0.1 cm3 
Solid Angle Correction: 
Divide data by empty beam flux, I0, from worksheet: Trans Empty Beam 1 121 
Applying Default Instrument Mask 
Applying User Defined Mask 
Applying NanInf Mask 
Intensity units are:  cm-1 \\ \Delta\Omega  
  
***** Analysis ***** 
Averaging I vs. Q.  Bin size:  1 [Pixel(s)] 
 
 
Mod_Q   	I       	Err_I   	Sigma_Q
 
 
0.0254411	1.47717	0.207291	0.00399033
0.0296843	1.57811	0.139765	0.00411202
0.0336533	1.59118	0.093623	0.00436573
0.0377599	1.7203	0.0835255	0.00444921
0.0418395	1.50384	0.0716925	0.00451142
0.0458278	1.53836	0.0737477	0.00458327
0.0498202	1.38216	0.0632259	0.00465544
0.0538137	1.44779	0.0650017	0.0047327
0.0579017	1.24545	0.0600518	0.00486012
0.0619148	1.18504	0.059305	0.00496008
0.0658792	1.2023	0.060006	0.00506434
0.0698952	1.15189	0.055419	0.00515838
0.0739481	1.1988	0.0576943	0.00526184
0.0780068	1.2222	0.0554413	0.00536645
0.0820291	1.06618	0.0525996	0.00547719
0.0860266	1.09821	0.0520176	0.00558596
0.0900916	1.0853	0.0498293	0.00569822
0.0940693	1.05398	0.0510358	0.0058147
0.0980264	1.14406	0.0501394	0.00592905
0.102003	1.08271	0.0497237	0.00604732
0.106119	1.17689	0.0483009	0.00617261
0.110222	1.22104	0.0507696	0.0063045
0.114234	1.09538	0.0471232	0.00642491
0.118212	1.26612	0.0501472	0.00655432
0.122215	1.23177	0.0486534	0.00668403
0.12626	1.28189	0.0485121	0.00681677
0.130359	1.26881	0.0475311	0.00696012
0.134478	1.40141	0.0492265	0.00709716
0.138483	1.48107	0.0513539	0.00723088
0.1425	1.4617	0.049386	0.00737137
0.146519	1.3765	0.0479193	0.00750545
0.15059	1.44399	0.0479567	0.00765812
0.154649	1.29662	0.0453976	0.00779877
0.158639	1.31299	0.046029	0.00794036
0.162644	1.27769	0.043681	0.00808005
0.166671	1.27742	0.0443281	0.00823037
0.170708	1.22561	0.0420523	0.00838125
0.174744	1.20556	0.0420518	0.00852352
