GRASP V.6.28    Instrument:  ILL_d22 
  
***** Sample, Backgrounds and Transmissions Data: ***** 
Subtitle:  N117 35C rh          
Start: 18-Oct-11   06:28:01     End: 18-Oct-11   06:29:24   
  
Foreground:  44753 , Loaded: 44753 
Background:  43225 , Loaded: 43225 
Cadmium: No Cadmium Subtraction 
Det: 1 : Applying Deadtime Correction per (vertical) Tube: 1/[1-tau/detector_rate], tau = 2e-006 (seconds) 
Data Normalisation: Standard Monitor (10000000) counts 
Attenuator: 0 is Out.  NO ATTENUATION  
Attenuator: 0 is In. Up-scaling data by 1 
Beam Centre1 :  Cx = 13.9339  Cy = 63.8863       Cm Translation :  Tx = 0  Ty = 0 [mm] 
Transmissions:  Ts = 0.62251 +/- 0.00067316  Te = 0.9557 +/- 0.00090528 
Transmissions Thickness Correction is:  on 
Applying standard SANS data reduction:  I_corr = 1/[Ts Te] [I_s - I_cd]  - 1/[Te] [I_bck - I_cd] 
Data: Corrected for D22 Detector Paralax 
  
***** Calibrations: ***** 
Data: Corrected for Detector Efficiency (doesn't change magnitude but contains curvature correction) 
Data: Divided by Volume 0.1 cm3 
Solid Angle Correction: 
Divide data by empty beam flux, I0, from worksheet: Trans Empty Beam 1 261 
Applying Default Instrument Mask 
Applying User Defined Mask 
Applying NanInf Mask 
Intensity units are:  cm-1 \\ \Delta\Omega  
  
***** Analysis ***** 
Averaging I vs. Q.  Bin size:  1 [Pixel(s)] 
 
 
Mod_Q   	I       	Err_I   	Sigma_Q
 
 
0.0254411	1.79145	0.231567	0.00399033
0.0296843	1.49581	0.138406	0.00411202
0.0336533	1.66666	0.0970043	0.00436573
0.0377599	1.6791	0.0835567	0.00444921
0.0418395	1.67238	0.0765382	0.00451142
0.0458278	1.48438	0.0734116	0.00458327
0.0498202	1.43693	0.0652763	0.00465544
0.0538137	1.40911	0.0650036	0.0047327
0.0579017	1.4792	0.0661886	0.00486012
0.0619148	1.38585	0.0647138	0.00496008
0.0658792	1.3006	0.063089	0.00506434
0.0698952	1.23077	0.0580342	0.00515838
0.0739481	1.14888	0.0573283	0.00526184
0.0780068	1.17094	0.0550193	0.00536645
0.0820291	1.20114	0.0564671	0.00547719
0.0860266	1.19479	0.0549106	0.00558596
0.0900916	1.22923	0.0536458	0.00569822
0.0940693	1.20001	0.0550023	0.0058147
0.0980264	1.14732	0.0508274	0.00592905
0.102003	1.26744	0.0543097	0.00604732
0.106119	1.28501	0.0511317	0.00617261
0.110222	1.23535	0.0516811	0.0063045
0.114234	1.22479	0.0503802	0.00642491
0.118212	1.30566	0.0515907	0.00655432
0.122215	1.28323	0.0503348	0.00668403
0.12626	1.40645	0.0513905	0.00681677
0.130359	1.42312	0.0508818	0.00696012
0.134478	1.51568	0.0517933	0.00709716
0.138483	1.46763	0.0517623	0.00723088
0.1425	1.43976	0.0496961	0.00737137
0.146519	1.46374	0.0499982	0.00750545
0.15059	1.40952	0.0480888	0.00765812
0.154649	1.46007	0.048763	0.00779877
0.158639	1.42568	0.0485172	0.00794036
0.162644	1.34481	0.0453935	0.00808005
0.166671	1.29579	0.0452073	0.00823037
0.170708	1.19292	0.0420228	0.00838125
0.174744	1.1497	0.0415888	0.00852352
