GRASP V.6.28    Instrument:  ILL_d22 
  
***** Sample, Backgrounds and Transmissions Data: ***** 
Subtitle:  N117 35C rh          
Start: 18-Oct-11   06:34:49     End: 18-Oct-11   06:34:59   
  
Foreground:  44785 , Loaded: 44754:44813 
Background:  43225 , Loaded: 43225 
Cadmium: No Cadmium Subtraction 
Det: 1 : Applying Deadtime Correction per (vertical) Tube: 1/[1-tau/detector_rate], tau = 2e-006 (seconds) 
Data Normalisation: Standard Monitor (10000000) counts 
Attenuator: 0 is Out.  NO ATTENUATION  
Attenuator: 0 is In. Up-scaling data by 1 
Beam Centre1 :  Cx = 13.9339  Cy = 63.8863       Cm Translation :  Tx = 0  Ty = 0 [mm] 
Transmissions:  Ts = 0.62251 +/- 0.00067316  Te = 0.9557 +/- 0.00090528 
Transmissions Thickness Correction is:  on 
Applying standard SANS data reduction:  I_corr = 1/[Ts Te] [I_s - I_cd]  - 1/[Te] [I_bck - I_cd] 
Data: Corrected for D22 Detector Paralax 
  
***** Calibrations: ***** 
Data: Corrected for Detector Efficiency (doesn't change magnitude but contains curvature correction) 
Data: Divided by Volume 0.1 cm3 
Solid Angle Correction: 
Divide data by empty beam flux, I0, from worksheet: Trans Empty Beam 2 33 
Applying Default Instrument Mask 
Applying User Defined Mask 
Applying NanInf Mask 
Intensity units are:  cm-1 \\ \Delta\Omega  
  
***** Analysis ***** 
Averaging I vs. Q.  Bin size:  1 [Pixel(s)] 
 
 
Mod_Q   	I       	Err_I   	Sigma_Q
 
 
0.0254301	1.84492	0.0346895	0.00398861
0.0296715	1.85123	0.022654	0.00411024
0.0336388	1.81131	0.0149288	0.00436384
0.0377436	1.76947	0.0126524	0.00444729
0.0418214	1.69617	0.0113426	0.00450948
0.045808	1.63819	0.0113185	0.00458129
0.0497987	1.54247	0.0099046	0.00465343
0.0537905	1.49097	0.00978144	0.00473066
0.0578768	1.43423	0.00952125	0.00485802
0.0618881	1.37027	0.00939313	0.00495794
0.0658508	1.30591	0.0092029	0.00506216
0.069865	1.28008	0.00859278	0.00515615
0.0739162	1.22322	0.00857395	0.00525957
0.0779731	1.21043	0.00811518	0.00536413
0.0819937	1.1918	0.00816112	0.00547482
0.0859895	1.21522	0.00803511	0.00558355
0.0900527	1.20854	0.00772343	0.00569576
0.0940287	1.2109	0.00802137	0.00581219
0.0979841	1.22239	0.0076089	0.00592649
0.101959	1.24824	0.00783888	0.00604471
0.106073	1.2883	0.00744568	0.00616995
0.110174	1.30914	0.00773824	0.00630178
0.114185	1.34053	0.00767031	0.00642214
0.118161	1.38976	0.00775708	0.00655149
0.122162	1.41793	0.00771266	0.00668115
0.126205	1.45515	0.0076359	0.00681383
0.130302	1.49232	0.00762402	0.00695712
0.13442	1.50072	0.00754501	0.0070941
0.138423	1.52528	0.00772912	0.00722776
0.142439	1.51039	0.00744175	0.00736819
0.146456	1.5011	0.00740873	0.00750221
0.150525	1.48054	0.00719344	0.00765482
0.154582	1.44956	0.00709786	0.0077954
0.158571	1.38346	0.0069733	0.00793693
0.162573	1.33057	0.00657465	0.00807656
0.166599	1.26293	0.0064889	0.00822681
0.170634	1.20583	0.00612525	0.00837763
