GRASP V.6.28    Instrument:  ILL_d22 
  
***** Sample, Backgrounds and Transmissions Data: ***** 
Subtitle:  N117 35C rh          
Start: 18-Oct-11   06:34:18     End: 18-Oct-11   06:34:28   
  
Foreground:  44782 , Loaded: 44754:44813 
Background:  43225 , Loaded: 43225 
Cadmium: No Cadmium Subtraction 
Det: 1 : Applying Deadtime Correction per (vertical) Tube: 1/[1-tau/detector_rate], tau = 2e-006 (seconds) 
Data Normalisation: Standard Monitor (10000000) counts 
Attenuator: 0 is Out.  NO ATTENUATION  
Attenuator: 0 is In. Up-scaling data by 1 
Beam Centre1 :  Cx = 13.9339  Cy = 63.8863       Cm Translation :  Tx = 0  Ty = 0 [mm] 
Transmissions:  Ts = 0.62251 +/- 0.00067316  Te = 0.9557 +/- 0.00090528 
Transmissions Thickness Correction is:  on 
Applying standard SANS data reduction:  I_corr = 1/[Ts Te] [I_s - I_cd]  - 1/[Te] [I_bck - I_cd] 
Data: Corrected for D22 Detector Paralax 
  
***** Calibrations: ***** 
Data: Corrected for Detector Efficiency (doesn't change magnitude but contains curvature correction) 
Data: Divided by Volume 0.1 cm3 
Solid Angle Correction: 
Divide data by empty beam flux, I0, from worksheet: Trans Empty Beam 2 30 
Applying Default Instrument Mask 
Applying User Defined Mask 
Applying NanInf Mask 
Intensity units are:  cm-1 \\ \Delta\Omega  
  
***** Analysis ***** 
Averaging I vs. Q.  Bin size:  1 [Pixel(s)] 
 
 
Mod_Q   	I       	Err_I   	Sigma_Q
 
 
0.0254271	1.89825	0.0352698	0.00398814
0.029668	1.83489	0.0225686	0.00410976
0.0336348	1.82537	0.0150082	0.00436333
0.0377391	1.7327	0.012524	0.00444677
0.0418165	1.69685	0.0113596	0.00450894
0.0458026	1.61576	0.0112484	0.00458076
0.0497928	1.55966	0.00997797	0.00465288
0.0537841	1.48028	0.00975763	0.0047301
0.0578699	1.39354	0.00939155	0.00485745
0.0618808	1.33944	0.00929433	0.00495735
0.0658431	1.29046	0.00915743	0.00506156
0.0698568	1.25301	0.00850937	0.00515555
0.0739075	1.24	0.0086472	0.00525895
0.0779639	1.21221	0.0081347	0.0053635
0.081984	1.19873	0.00819531	0.00547418
0.0859793	1.19842	0.00798939	0.00558289
0.0900421	1.19759	0.00769612	0.00569509
0.0940176	1.21757	0.00805573	0.00581151
0.0979726	1.23436	0.00765888	0.00592579
0.101947	1.23576	0.00780795	0.00604399
0.10606	1.26579	0.0073884	0.00616922
0.110161	1.28833	0.00768315	0.00630104
0.114171	1.31096	0.00759042	0.00642138
0.118147	1.39886	0.00779201	0.00655072
0.122148	1.42371	0.00773864	0.00668036
0.12619	1.45328	0.00764068	0.00681303
0.130287	1.49453	0.00764	0.0069563
0.134404	1.51053	0.00758184	0.00709326
0.138407	1.52286	0.00773141	0.00722691
0.142422	1.5103	0.00745138	0.00736732
0.146439	1.49812	0.00741109	0.00750133
0.150508	1.50217	0.00725946	0.00765391
0.154564	1.44463	0.00709433	0.00779448
0.158552	1.38207	0.00697867	0.007936
0.162554	1.30858	0.006526	0.00807561
0.166579	1.26007	0.00648985	0.00822584
0.170614	1.20516	0.00613102	0.00837665
0.174648	1.14588	0.00602292	0.00851884
