GRASP V.6.28    Instrument:  ILL_d22 
  
***** Sample, Backgrounds and Transmissions Data: ***** 
Subtitle:  N117 35C rh          
Start: 18-Oct-11   06:28:01     End: 18-Oct-11   06:29:24   
  
Foreground:  44753 , Loaded: 44753 
Background:  43225 , Loaded: 43225 
Cadmium: No Cadmium Subtraction 
Det: 1 : Applying Deadtime Correction per (vertical) Tube: 1/[1-tau/detector_rate], tau = 2e-006 (seconds) 
Data Normalisation: Standard Monitor (10000000) counts 
Attenuator: 0 is Out.  NO ATTENUATION  
Attenuator: 0 is In. Up-scaling data by 1 
Beam Centre1 :  Cx = 13.9339  Cy = 63.8863       Cm Translation :  Tx = 0  Ty = 0 [mm] 
Transmissions:  Ts = 0.62251 +/- 0.00067316  Te = 0.9557 +/- 0.00090528 
Transmissions Thickness Correction is:  on 
Applying standard SANS data reduction:  I_corr = 1/[Ts Te] [I_s - I_cd]  - 1/[Te] [I_bck - I_cd] 
Data: Corrected for D22 Detector Paralax 
  
***** Calibrations: ***** 
Data: Corrected for Detector Efficiency (doesn't change magnitude but contains curvature correction) 
Data: Divided by Volume 0.1 cm3 
Solid Angle Correction: 
Divide data by empty beam flux, I0, from worksheet: Trans Empty Beam 1 41 
Applying Default Instrument Mask 
Applying User Defined Mask 
Applying NanInf Mask 
Intensity units are:  cm-1 \\ \Delta\Omega  
  
***** Analysis ***** 
Averaging I vs. Q.  Bin size:  1 [Pixel(s)] 
 
 
Mod_Q   	I       	Err_I   	Sigma_Q
 
 
0.0254411	1.12909	0.183415	0.00399033
0.0296843	1.48828	0.136629	0.00411202
0.0336533	1.39202	0.088182	0.00436573
0.0377599	1.37133	0.0751603	0.00444921
0.0418395	1.39181	0.0693756	0.00451142
0.0458278	1.23299	0.0665009	0.00458327
0.0498202	1.23154	0.0601277	0.00465544
0.0538137	1.26105	0.061124	0.0047327
0.0579017	1.19961	0.0593507	0.00486012
0.0619148	1.13268	0.0582845	0.00496008
0.0658792	1.16711	0.0593487	0.00506434
0.0698952	1.05774	0.0534558	0.00515838
0.0739481	1.05137	0.0544828	0.00526184
0.0780068	0.920431	0.04865	0.00536645
0.0820291	1.00137	0.051282	0.00547719
0.0860266	1.05509	0.0512316	0.00558596
0.0900916	0.971722	0.047474	0.00569822
0.0940693	0.991982	0.0497345	0.0058147
0.0980264	0.988762	0.0469599	0.00592905
0.102003	1.0336	0.0488545	0.00604732
0.106119	1.07574	0.0464919	0.00617261
0.110222	1.07086	0.047792	0.0063045
0.114234	1.02244	0.0457793	0.00642491
0.118212	1.14673	0.0480255	0.00655432
0.122215	1.2964	0.0501509	0.00668403
0.12626	1.17809	0.0467568	0.00681677
0.130359	1.26232	0.0476409	0.00696012
0.134478	1.10312	0.0440246	0.00709716
0.138483	1.25051	0.0475074	0.00723088
0.1425	1.30122	0.0468945	0.00737137
0.146519	1.31028	0.0469851	0.00750545
0.15059	1.30866	0.0459638	0.00765812
0.154649	1.32628	0.0461445	0.00779877
0.158639	1.31011	0.0461713	0.00794036
0.162644	1.26833	0.0437588	0.00808005
0.166671	1.29669	0.0448521	0.00823037
0.170708	1.25893	0.0428089	0.00838125
0.174744	1.19911	0.0421251	0.00852352
