GRASP V.6.28    Instrument:  ILL_d22 
  
***** Sample, Backgrounds and Transmissions Data: ***** 
Subtitle:  N117 35C rh          
Start: 18-Oct-11   06:39:14     End: 18-Oct-11   06:39:24   
  
Foreground:  44811 , Loaded: 44754:44813 
Background:  43225 , Loaded: 43225 
Cadmium: No Cadmium Subtraction 
Det: 1 : Applying Deadtime Correction per (vertical) Tube: 1/[1-tau/detector_rate], tau = 2e-006 (seconds) 
Data Normalisation: Standard Monitor (10000000) counts 
Attenuator: 0 is Out.  NO ATTENUATION  
Attenuator: 0 is In. Up-scaling data by 1 
Beam Centre1 :  Cx = 13.9339  Cy = 63.8863       Cm Translation :  Tx = 0  Ty = 0 [mm] 
Transmissions:  Ts = 0.62251 +/- 0.00067316  Te = 0.9557 +/- 0.00090528 
Transmissions Thickness Correction is:  on 
Applying standard SANS data reduction:  I_corr = 1/[Ts Te] [I_s - I_cd]  - 1/[Te] [I_bck - I_cd] 
Data: Corrected for D22 Detector Paralax 
  
***** Calibrations: ***** 
Data: Corrected for Detector Efficiency (doesn't change magnitude but contains curvature correction) 
Data: Divided by Volume 0.1 cm3 
Solid Angle Correction: 
Divide data by empty beam flux, I0, from worksheet: Trans Empty Beam 2 59 
Applying Default Instrument Mask 
Applying User Defined Mask 
Applying NanInf Mask 
Intensity units are:  cm-1 \\ \Delta\Omega  
  
***** Analysis ***** 
Averaging I vs. Q.  Bin size:  1 [Pixel(s)] 
 
 
Mod_Q   	I       	Err_I   	Sigma_Q
 
 
0.0254381	1.8538	0.0348135	0.00398986
0.0296808	1.87501	0.0228343	0.00411153
0.0336494	1.82954	0.0150247	0.00436521
0.0377554	1.76221	0.0126354	0.00444869
0.0418345	1.70614	0.0113876	0.00451089
0.0458224	1.6173	0.0112497	0.00458273
0.0498143	1.54902	0.00993726	0.00465489
0.0538074	1.4915	0.0097915	0.00473215
0.0578949	1.41121	0.00945217	0.00485955
0.0619075	1.36186	0.00937287	0.00495949
0.0658715	1.32119	0.00926952	0.00506375
0.069887	1.28305	0.00861049	0.00515777
0.0739394	1.25754	0.00870481	0.00526122
0.0779976	1.23201	0.00819947	0.00536581
0.0820194	1.21044	0.00823522	0.00547654
0.0860165	1.21026	0.00802541	0.0055853
0.090081	1.20705	0.00772552	0.00569755
0.0940582	1.22813	0.00808949	0.00581402
0.0980149	1.2461	0.007693	0.00592835
0.101991	1.26583	0.00790332	0.0060466
0.106106	1.29443	0.00747223	0.00617188
0.110209	1.32555	0.00779626	0.00630376
0.114221	1.34657	0.0076953	0.00642415
0.118198	1.40557	0.00781049	0.00655355
0.1222	1.42746	0.0077461	0.00668325
0.126245	1.46483	0.00767017	0.00681597
0.130343	1.50083	0.00765296	0.0069593
0.134462	1.51921	0.00760282	0.00709632
0.138466	1.5343	0.00775941	0.00723003
0.142483	1.5328	0.0075071	0.0073705
0.146502	1.52194	0.00747089	0.00750457
0.150573	1.47443	0.00718352	0.00765722
0.154631	1.44616	0.00709586	0.00779785
0.158621	1.3791	0.00696831	0.00793943
0.162624	1.31444	0.00653896	0.0080791
0.166651	1.25541	0.00647453	0.0082294
0.170688	1.19907	0.00611326	0.00838026
