GRASP V.6.28    Instrument:  ILL_d22 
  
***** Sample, Backgrounds and Transmissions Data: ***** 
Subtitle:  N117 35C rh          
Start: 18-Oct-11   06:33:27     End: 18-Oct-11   06:33:37   
  
Foreground:  44777 , Loaded: 44754:44813 
Background:  43225 , Loaded: 43225 
Cadmium: No Cadmium Subtraction 
Det: 1 : Applying Deadtime Correction per (vertical) Tube: 1/[1-tau/detector_rate], tau = 2e-006 (seconds) 
Data Normalisation: Standard Monitor (10000000) counts 
Attenuator: 0 is Out.  NO ATTENUATION  
Attenuator: 0 is In. Up-scaling data by 1 
Beam Centre1 :  Cx = 13.9339  Cy = 63.8863       Cm Translation :  Tx = 0  Ty = 0 [mm] 
Transmissions:  Ts = 0.62251 +/- 0.00067316  Te = 0.9557 +/- 0.00090528 
Transmissions Thickness Correction is:  on 
Applying standard SANS data reduction:  I_corr = 1/[Ts Te] [I_s - I_cd]  - 1/[Te] [I_bck - I_cd] 
Data: Corrected for D22 Detector Paralax 
  
***** Calibrations: ***** 
Data: Corrected for Detector Efficiency (doesn't change magnitude but contains curvature correction) 
Data: Divided by Volume 0.1 cm3 
Solid Angle Correction: 
Divide data by empty beam flux, I0, from worksheet: Trans Empty Beam 2 25 
Applying Default Instrument Mask 
Applying User Defined Mask 
Applying NanInf Mask 
Intensity units are:  cm-1 \\ \Delta\Omega  
  
***** Analysis ***** 
Averaging I vs. Q.  Bin size:  1 [Pixel(s)] 
 
 
Mod_Q   	I       	Err_I   	Sigma_Q
 
 
0.0254331	1.81228	0.0343475	0.00398908
0.029675	1.80081	0.0223188	0.00411072
0.0336427	1.77062	0.0147428	0.00436436
0.037748	1.76577	0.0126359	0.00444781
0.0418263	1.67341	0.0112615	0.00451001
0.0458134	1.62028	0.01125	0.00458183
0.0498045	1.54751	0.00992284	0.00465398
0.0537968	1.47196	0.00971492	0.00473122
0.0578836	1.39532	0.00938429	0.00485859
0.0618954	1.36166	0.00936484	0.00495852
0.0658586	1.31315	0.00923031	0.00506275
0.0698732	1.27623	0.0085799	0.00515676
0.0739249	1.22956	0.00859787	0.00526019
0.0779823	1.1942	0.00805945	0.00536476
0.0820033	1.20345	0.00820272	0.00547547
0.0859996	1.20032	0.00798373	0.00558421
0.0900633	1.20378	0.0077077	0.00569643
0.0940398	1.21035	0.0080204	0.00581288
0.0979956	1.22005	0.00760088	0.00592719
0.101971	1.2326	0.0077876	0.00604542
0.106085	1.26967	0.00738932	0.00617067
0.110187	1.29996	0.00771007	0.00630252
0.114198	1.34198	0.00767424	0.00642289
0.118175	1.3833	0.00773834	0.00655227
0.122176	1.41333	0.00769791	0.00668194
0.12622	1.44501	0.00760745	0.00681463
0.130318	1.47145	0.00756655	0.00695794
0.134436	1.50702	0.00756254	0.00709493
0.138439	1.50775	0.00768195	0.00722861
0.142455	1.49876	0.00741245	0.00736906
0.146473	1.49762	0.00740037	0.0075031
0.150543	1.4835	0.00720128	0.00765572
0.1546	1.4376	0.00706645	0.00779632
0.158589	1.3874	0.00698377	0.00793787
0.162592	1.32415	0.006558	0.00807751
0.166618	1.26655	0.00649755	0.00822778
0.170654	1.2176	0.00615643	0.00837862
