GRASP V.6.28    Instrument:  ILL_d22 
  
***** Sample, Backgrounds and Transmissions Data: ***** 
Subtitle:  N117 35C rh          
Start: 18-Oct-11   06:36:00     End: 18-Oct-11   06:36:10   
  
Foreground:  44792 , Loaded: 44754:44813 
Background:  43225 , Loaded: 43225 
Cadmium: No Cadmium Subtraction 
Det: 1 : Applying Deadtime Correction per (vertical) Tube: 1/[1-tau/detector_rate], tau = 2e-006 (seconds) 
Data Normalisation: Standard Monitor (10000000) counts 
Attenuator: 0 is Out.  NO ATTENUATION  
Attenuator: 0 is In. Up-scaling data by 1 
Beam Centre1 :  Cx = 13.9339  Cy = 63.8863       Cm Translation :  Tx = 0  Ty = 0 [mm] 
Transmissions:  Ts = 0.62251 +/- 0.00067316  Te = 0.9557 +/- 0.00090528 
Transmissions Thickness Correction is:  on 
Applying standard SANS data reduction:  I_corr = 1/[Ts Te] [I_s - I_cd]  - 1/[Te] [I_bck - I_cd] 
Data: Corrected for D22 Detector Paralax 
  
***** Calibrations: ***** 
Data: Corrected for Detector Efficiency (doesn't change magnitude but contains curvature correction) 
Data: Divided by Volume 0.1 cm3 
Solid Angle Correction: 
Divide data by empty beam flux, I0, from worksheet: Trans Empty Beam 2 40 
Applying Default Instrument Mask 
Applying User Defined Mask 
Applying NanInf Mask 
Intensity units are:  cm-1 \\ \Delta\Omega  
  
***** Analysis ***** 
Averaging I vs. Q.  Bin size:  1 [Pixel(s)] 
 
 
Mod_Q   	I       	Err_I   	Sigma_Q
 
 
0.0254351	1.85106	0.0347675	0.00398939
0.0296773	1.84745	0.0226525	0.00411105
0.0336454	1.80136	0.0148971	0.0043647
0.037751	1.76678	0.0126532	0.00444816
0.0418296	1.70585	0.0113888	0.00451036
0.045817	1.6372	0.0113267	0.00458219
0.0498085	1.54331	0.0099192	0.00465435
0.053801	1.47946	0.00975039	0.00473159
0.0578881	1.4222	0.00949046	0.00485897
0.0619002	1.36339	0.0093796	0.00495891
0.0658637	1.30323	0.00920357	0.00506315
0.0698787	1.27117	0.00857111	0.00515717
0.0739307	1.22756	0.00859854	0.0052606
0.0779884	1.20588	0.00810998	0.00536518
0.0820098	1.2006	0.00820088	0.0054759
0.0860063	1.21245	0.0080354	0.00558464
0.0900704	1.20552	0.00772159	0.00569688
0.0940472	1.21216	0.00803554	0.00581333
0.0980033	1.2413	0.00767901	0.00592765
0.101979	1.26059	0.00788909	0.00604589
0.106094	1.27824	0.00742399	0.00617116
0.110196	1.31807	0.00777589	0.00630302
0.114207	1.34905	0.0077046	0.0064234
0.118184	1.3806	0.00773824	0.00655278
0.122186	1.42781	0.0077475	0.00668246
0.12623	1.46593	0.00767427	0.00681517
0.130328	1.49247	0.00763151	0.00695849
0.134446	1.52457	0.00761811	0.00709549
0.13845	1.52996	0.007749	0.00722918
0.142467	1.51814	0.00747078	0.00736963
0.146485	1.50836	0.0074375	0.00750369
0.150555	1.4844	0.00721322	0.00765632
0.154613	1.43322	0.00706325	0.00779693
0.158602	1.37687	0.00696359	0.00793849
0.162605	1.32492	0.00656713	0.00807815
0.166631	1.26051	0.00648857	0.00822843
0.170668	1.20635	0.00613339	0.00837928
