GRASP V.6.28    Instrument:  ILL_d22 
  
***** Sample, Backgrounds and Transmissions Data: ***** 
Subtitle:  N117 35C rh          
Start: 18-Oct-11   06:28:01     End: 18-Oct-11   06:29:24   
  
Foreground:  44753 , Loaded: 44753 
Background:  43225 , Loaded: 43225 
Cadmium: No Cadmium Subtraction 
Det: 1 : Applying Deadtime Correction per (vertical) Tube: 1/[1-tau/detector_rate], tau = 2e-006 (seconds) 
Data Normalisation: Standard Monitor (10000000) counts 
Attenuator: 0 is Out.  NO ATTENUATION  
Attenuator: 0 is In. Up-scaling data by 1 
Beam Centre1 :  Cx = 13.9339  Cy = 63.8863       Cm Translation :  Tx = 0  Ty = 0 [mm] 
Transmissions:  Ts = 0.62251 +/- 0.00067316  Te = 0.9557 +/- 0.00090528 
Transmissions Thickness Correction is:  on 
Applying standard SANS data reduction:  I_corr = 1/[Ts Te] [I_s - I_cd]  - 1/[Te] [I_bck - I_cd] 
Data: Corrected for D22 Detector Paralax 
  
***** Calibrations: ***** 
Data: Corrected for Detector Efficiency (doesn't change magnitude but contains curvature correction) 
Data: Divided by Volume 0.1 cm3 
Solid Angle Correction: 
Divide data by empty beam flux, I0, from worksheet: Trans Empty Beam 1 51 
Applying Default Instrument Mask 
Applying User Defined Mask 
Applying NanInf Mask 
Intensity units are:  cm-1 \\ \Delta\Omega  
  
***** Analysis ***** 
Averaging I vs. Q.  Bin size:  1 [Pixel(s)] 
 
 
Mod_Q   	I       	Err_I   	Sigma_Q
 
 
0.0254411	1.25896	0.194463	0.00399033
0.0296843	1.27908	0.127992	0.00411202
0.0336533	1.63481	0.0962852	0.00436573
0.0377599	1.51115	0.0795208	0.00444921
0.0418395	1.41343	0.0705922	0.00451142
0.0458278	1.31984	0.0694545	0.00458327
0.0498202	1.4167	0.0648903	0.00465544
0.0538137	1.31449	0.0629458	0.0047327
0.0579017	1.25383	0.0611763	0.00486012
0.0619148	1.11142	0.0583154	0.00496008
0.0658792	1.20568	0.0609529	0.00506434
0.0698952	1.07369	0.0542957	0.00515838
0.0739481	1.05212	0.054933	0.00526184
0.0780068	1.10376	0.0535337	0.00536645
0.0820291	1.05466	0.0530802	0.00547719
0.0860266	1.05982	0.0518545	0.00558596
0.0900916	1.13356	0.0516168	0.00569822
0.0940693	1.09491	0.0526619	0.0058147
0.0980264	1.1403	0.0507148	0.00592905
0.102003	1.06052	0.0499275	0.00604732
0.106119	1.06382	0.0466901	0.00617261
0.110222	1.11077	0.0491068	0.0063045
0.114234	1.08578	0.0475517	0.00642491
0.118212	1.19753	0.0494792	0.00655432
0.122215	1.22977	0.0493409	0.00668403
0.12626	1.17307	0.0471219	0.00681677
0.130359	1.18153	0.046555	0.00696012
0.134478	1.2408	0.0470234	0.00709716
0.138483	1.30962	0.0490291	0.00723088
0.1425	1.22846	0.0460046	0.00737137
0.146519	1.35268	0.0481424	0.00750545
0.15059	1.37006	0.0474372	0.00765812
0.154649	1.36217	0.0471694	0.00779877
0.158639	1.39799	0.0481277	0.00794036
0.162644	1.32171	0.0450971	0.00808005
0.166671	1.29068	0.0451892	0.00823037
0.170708	1.22376	0.0425836	0.00838125
0.174744	1.18318	0.0422482	0.00852352
