GRASP V.6.28    Instrument:  ILL_d22 
  
***** Sample, Backgrounds and Transmissions Data: ***** 
Subtitle:  N117 35C rh          
Start: 18-Oct-11   06:36:20     End: 18-Oct-11   06:36:31   
  
Foreground:  44794 , Loaded: 44754:44813 
Background:  43225 , Loaded: 43225 
Cadmium: No Cadmium Subtraction 
Det: 1 : Applying Deadtime Correction per (vertical) Tube: 1/[1-tau/detector_rate], tau = 2e-006 (seconds) 
Data Normalisation: Standard Monitor (10000000) counts 
Attenuator: 0 is Out.  NO ATTENUATION  
Attenuator: 0 is In. Up-scaling data by 1 
Beam Centre1 :  Cx = 13.9339  Cy = 63.8863       Cm Translation :  Tx = 0  Ty = 0 [mm] 
Transmissions:  Ts = 0.62251 +/- 0.00067316  Te = 0.9557 +/- 0.00090528 
Transmissions Thickness Correction is:  on 
Applying standard SANS data reduction:  I_corr = 1/[Ts Te] [I_s - I_cd]  - 1/[Te] [I_bck - I_cd] 
Data: Corrected for D22 Detector Paralax 
  
***** Calibrations: ***** 
Data: Corrected for Detector Efficiency (doesn't change magnitude but contains curvature correction) 
Data: Divided by Volume 0.1 cm3 
Solid Angle Correction: 
Divide data by empty beam flux, I0, from worksheet: Trans Empty Beam 2 42 
Applying Default Instrument Mask 
Applying User Defined Mask 
Applying NanInf Mask 
Intensity units are:  cm-1 \\ \Delta\Omega  
  
***** Analysis ***** 
Averaging I vs. Q.  Bin size:  1 [Pixel(s)] 
 
 
Mod_Q   	I       	Err_I   	Sigma_Q
 
 
0.0254351	1.88755	0.0351185	0.00398939
0.0296773	1.85484	0.0226836	0.00411105
0.0336454	1.82551	0.0149933	0.0043647
0.037751	1.75157	0.0125834	0.00444816
0.0418296	1.68423	0.0112973	0.00451036
0.045817	1.62529	0.0112683	0.00458219
0.0498085	1.56009	0.00996598	0.00465435
0.053801	1.46725	0.00969697	0.00473159
0.0578881	1.40644	0.00942427	0.00485897
0.0619002	1.3616	0.00936221	0.00495891
0.0658637	1.3057	0.00920187	0.00506315
0.0698787	1.26086	0.00852612	0.00515717
0.0739307	1.2227	0.00857333	0.0052606
0.0779884	1.2231	0.00815995	0.00536518
0.0820098	1.20989	0.00822658	0.0054759
0.0860063	1.19631	0.00797127	0.00558464
0.0900704	1.20523	0.00771115	0.00569688
0.0940472	1.21542	0.00803909	0.00581333
0.0980033	1.2294	0.007632	0.00592765
0.101979	1.2495	0.00784315	0.00604589
0.106094	1.27949	0.00742064	0.00617116
0.110196	1.31072	0.00774308	0.00630302
0.114207	1.34551	0.00768545	0.0064234
0.118184	1.38966	0.00775722	0.00655278
0.122186	1.42102	0.00771985	0.00668246
0.12623	1.45466	0.00763433	0.00681517
0.130328	1.49434	0.00762757	0.00695849
0.134446	1.50869	0.00756642	0.00709549
0.13845	1.51854	0.00771046	0.00722918
0.142467	1.51941	0.00746601	0.00736963
0.146485	1.5077	0.00742707	0.00750369
0.150555	1.46949	0.00716526	0.00765632
0.154613	1.4503	0.00710016	0.00779693
0.158602	1.37818	0.00695994	0.00793849
0.162605	1.31837	0.00654232	0.00807815
0.166631	1.26092	0.00648238	0.00822843
0.170668	1.1955	0.006098	0.00837928
