GRASP V.6.28    Instrument:  ILL_d22 
  
***** Sample, Backgrounds and Transmissions Data: ***** 
Subtitle:  N117 35C rh          
Start: 18-Oct-11   06:33:37     End: 18-Oct-11   06:33:47   
  
Foreground:  44778 , Loaded: 44754:44813 
Background:  43225 , Loaded: 43225 
Cadmium: No Cadmium Subtraction 
Det: 1 : Applying Deadtime Correction per (vertical) Tube: 1/[1-tau/detector_rate], tau = 2e-006 (seconds) 
Data Normalisation: Standard Monitor (10000000) counts 
Attenuator: 0 is Out.  NO ATTENUATION  
Attenuator: 0 is In. Up-scaling data by 1 
Beam Centre1 :  Cx = 13.9339  Cy = 63.8863       Cm Translation :  Tx = 0  Ty = 0 [mm] 
Transmissions:  Ts = 0.62251 +/- 0.00067316  Te = 0.9557 +/- 0.00090528 
Transmissions Thickness Correction is:  on 
Applying standard SANS data reduction:  I_corr = 1/[Ts Te] [I_s - I_cd]  - 1/[Te] [I_bck - I_cd] 
Data: Corrected for D22 Detector Paralax 
  
***** Calibrations: ***** 
Data: Corrected for Detector Efficiency (doesn't change magnitude but contains curvature correction) 
Data: Divided by Volume 0.1 cm3 
Solid Angle Correction: 
Divide data by empty beam flux, I0, from worksheet: Trans Empty Beam 2 26 
Applying Default Instrument Mask 
Applying User Defined Mask 
Applying NanInf Mask 
Intensity units are:  cm-1 \\ \Delta\Omega  
  
***** Analysis ***** 
Averaging I vs. Q.  Bin size:  1 [Pixel(s)] 
 
 
Mod_Q   	I       	Err_I   	Sigma_Q
 
 
0.0254381	1.91193	0.0353256	0.00398986
0.0296808	1.81385	0.0223885	0.00411153
0.0336494	1.8123	0.0149125	0.00436521
0.0377554	1.75357	0.0125764	0.00444869
0.0418345	1.66448	0.011215	0.00451089
0.0458224	1.6069	0.0111891	0.00458273
0.0498143	1.55815	0.00994942	0.00465489
0.0538074	1.47665	0.0097211	0.00473215
0.0578949	1.41161	0.00943418	0.00485955
0.0619075	1.35606	0.00933167	0.00495949
0.0658715	1.30786	0.00919996	0.00506375
0.069887	1.24778	0.00847087	0.00515777
0.0739394	1.22091	0.00855666	0.00526122
0.0779976	1.2091	0.00810159	0.00536581
0.0820194	1.1975	0.00817234	0.00547654
0.0860165	1.19505	0.00795696	0.0055853
0.090081	1.19238	0.00766086	0.00569755
0.0940582	1.19664	0.00796472	0.00581402
0.0980149	1.2147	0.0075759	0.00592835
0.101991	1.23689	0.0077921	0.0060466
0.106106	1.27484	0.00739655	0.00617188
0.110209	1.29763	0.00769469	0.00630376
0.114221	1.33837	0.00765563	0.00642415
0.118198	1.37475	0.00770294	0.00655355
0.1222	1.40354	0.00766157	0.00668325
0.126245	1.44417	0.00759771	0.00681597
0.130343	1.49002	0.00760878	0.0069593
0.134462	1.49739	0.00752834	0.00709632
0.138466	1.50938	0.00767639	0.00723003
0.142483	1.51279	0.00744054	0.0073705
0.146502	1.50306	0.00740731	0.00750457
0.150573	1.47148	0.00716319	0.00765722
0.154631	1.43046	0.00704077	0.00779785
0.158621	1.38605	0.00697281	0.00793943
0.162624	1.31759	0.00653393	0.0080791
0.166651	1.25937	0.00647195	0.0082294
0.170688	1.18993	0.00607594	0.00838026
